ponovitev;najmanjsaRazdalja_B;najblizjiPar_B;tocke_B;casIzvajanja_B;najmanjsaRazdalja_P;najblizjiPar_P;tocke_;casIzvajanja_P
11;0.010101699783311493;{0, 33};{0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 13, 15, 17, 18, 20, 23, 25, 26, 27, 33, 34, 35, 37, 38, 39, 40, 43, 46, 48, 49};0:00:07.734323;0.010101699783311493;{0, 33};{0, 1, 3, 4, 5, 7, 9, 10, 12, 14, 15, 18, 19, 22, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 41, 44, 46, 47, 49};0:00:00.002991
12;0.025062072885826382;{42, 35};{0, 1, 2, 3, 5, 6, 7, 8, 10, 17, 18, 19, 20, 21, 22, 23, 24, 31, 32, 33, 35, 36, 37, 40, 42, 43, 44, 45, 47, 49};0:00:04.651565;0.025062072885826382;{42, 35};{1, 3, 4, 5, 6, 9, 10, 11, 12, 14, 15, 16, 17, 20, 22, 24, 26, 27, 29, 30, 33, 35, 37, 38, 41, 42, 44, 46, 47, 49};0:00:00.002991
13;0.018902979137178585;{26, 21};{0, 2, 5, 6, 11, 13, 14, 15, 18, 19, 20, 21, 23, 24, 25, 26, 30, 32, 34, 35, 36, 38, 41, 42, 43, 44, 46, 47, 48, 49};0:00:03.304167;0.010912146427695418;{40, 41};{1, 3, 4, 6, 7, 8, 10, 13, 14, 15, 16, 18, 21, 25, 26, 28, 30, 31, 33, 34, 38, 39, 40, 41, 42, 44, 46, 47, 48, 49};0:00:00.002992
14;0.018736381142310094;{0, 46};{0, 1, 2, 4, 5, 7, 8, 10, 11, 12, 13, 19, 20, 21, 22, 23, 25, 30, 31, 33, 34, 35, 36, 38, 39, 40, 41, 43, 45, 46};0:00:03.050845;0.018736381142310094;{0, 46};{0, 1, 3, 4, 6, 7, 8, 11, 13, 14, 15, 16, 17, 20, 21, 23, 24, 26, 28, 30, 32, 33, 34, 36, 37, 41, 45, 46, 47, 48};0:00:00.002992
15;0.014248254953525101;{12, 15};{1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 22, 23, 24, 27, 28, 31, 32, 34, 37, 42, 44, 45, 47, 48};0:00:02.227046;0.017971541185834924;{32, 10};{0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 14, 18, 19, 20, 21, 22, 23, 26, 30, 32, 33, 34, 36, 39, 41, 42, 43, 44, 45, 49};0:00:00.003989
16;0.018707385251998356;{8, 36};{0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 19, 20, 24, 29, 30, 31, 33, 34, 35, 36, 37, 39, 41, 42, 44, 46, 47};0:00:02.451447;0.018707385251998356;{8, 36};{0, 1, 2, 3, 4, 6, 8, 10, 14, 16, 19, 20, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 35, 36, 37, 38, 39, 40, 41, 45};0:00:00.003988
17;0.03804499979718222;{20, 7};{0, 1, 6, 7, 9, 10, 16, 17, 18, 20, 21, 23, 24, 26, 28, 29, 30, 31, 33, 34, 35, 37, 38, 40, 41, 42, 44, 46, 47, 49};0:00:03.071789;0.037668180207337025;{22, 6};{1, 2, 4, 6, 7, 12, 15, 16, 20, 21, 22, 23, 24, 25, 26, 28, 29, 30, 31, 32, 34, 36, 37, 39, 42, 43, 44, 45, 46, 48};0:00:00.003988
18;0.011422343197564935;{1, 18};{1, 2, 7, 8, 12, 13, 14, 15, 16, 18, 21, 22, 23, 24, 26, 27, 29, 30, 32, 34, 35, 36, 38, 39, 40, 41, 44, 45, 47, 49};0:00:03.797847;0.0028654146295993294;{34, 11};{1, 2, 5, 7, 9, 10, 11, 12, 13, 17, 18, 19, 21, 22, 24, 26, 27, 31, 33, 34, 37, 39, 40, 42, 43, 44, 45, 46, 47, 48};0:00:00.004987
19;0.008317804448017026;{10, 6};{0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 15, 16, 18, 24, 26, 29, 30, 32, 33, 34, 39, 41, 42, 43, 44, 45, 48, 49};0:00:01.685492;0.01326764762731725;{16, 37};{0, 3, 4, 5, 6, 8, 9, 13, 14, 15, 16, 17, 18, 21, 22, 23, 27, 29, 30, 35, 37, 38, 40, 42, 43, 44, 46, 47, 48, 49};0:00:00.002992
20;0.030327928418483356;{28, 14};{2, 4, 5, 7, 12, 13, 14, 15, 17, 18, 19, 20, 21, 23, 24, 28, 29, 30, 31, 32, 36, 37, 40, 41, 42, 43, 44, 45, 46, 49};0:00:03.134622;0.004060032608838961;{8, 28};{0, 1, 3, 4, 6, 7, 8, 9, 11, 12, 13, 15, 16, 17, 19, 20, 21, 24, 26, 27, 28, 34, 36, 37, 38, 39, 42, 43, 47, 48};0:00:00.004985
21;0.029052722364818893;{26, 45};{0, 1, 3, 4, 6, 7, 9, 10, 11, 14, 15, 16, 17, 19, 21, 22, 23, 24, 26, 27, 28, 29, 30, 33, 34, 39, 45, 46, 47, 49};0:00:03.165537;0.0044039715473231785;{44, 14};{1, 2, 3, 4, 8, 9, 10, 11, 14, 16, 18, 22, 23, 24, 25, 26, 28, 30, 32, 34, 35, 38, 40, 41, 42, 44, 45, 47, 48, 49};0:00:00.002991
22;0.007342092804642752;{26, 12};{0, 1, 2, 3, 4, 5, 8, 9, 11, 12, 14, 15, 16, 18, 19, 20, 22, 26, 27, 29, 30, 31, 36, 37, 40, 41, 42, 44, 47, 48};0:00:04.886936;0.009329984116985709;{20, 4};{0, 1, 2, 4, 5, 6, 7, 9, 10, 11, 13, 16, 18, 20, 22, 23, 24, 25, 27, 28, 30, 32, 35, 37, 39, 40, 42, 43, 45, 48};0:00:00.002991
23;0.032589072872124446;{36, 6};{0, 4, 5, 6, 7, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 24, 26, 27, 28, 30, 33, 35, 36, 37, 42, 45, 46, 48};0:00:02.345731;0.02145818179941484;{33, 38};{0, 3, 4, 5, 6, 7, 9, 10, 15, 16, 17, 19, 22, 25, 26, 28, 29, 30, 31, 32, 33, 35, 36, 38, 39, 43, 45, 47, 48, 49};0:00:00.004986
24;0.01660891990992778;{0, 2};{0, 1, 2, 3, 4, 5, 6, 7, 8, 12, 13, 14, 19, 22, 23, 24, 26, 28, 30, 34, 36, 37, 40, 42, 43, 44, 46, 47, 48, 49};0:00:01.817144;0.01660891990992778;{0, 2};{0, 2, 3, 4, 6, 9, 11, 12, 13, 15, 16, 19, 20, 21, 24, 25, 27, 29, 31, 32, 33, 34, 35, 36, 37, 40, 42, 44, 45, 47};0:00:00.003987
25;0.017502508002147994;{16, 39};{0, 1, 4, 5, 6, 9, 10, 11, 14, 16, 17, 20, 25, 26, 27, 29, 30, 31, 34, 36, 37, 38, 39, 41, 43, 44, 45, 46, 47, 49};0:00:04.730353;0.026777339972108613;{4, 31};{0, 1, 2, 3, 4, 7, 8, 10, 11, 12, 14, 15, 18, 20, 21, 22, 23, 27, 30, 31, 32, 33, 40, 42, 43, 44, 45, 46, 47, 49};0:00:00.010970
26;0.010751506313802991;{42, 44};{1, 2, 4, 5, 8, 10, 11, 13, 16, 17, 19, 20, 21, 23, 24, 27, 30, 32, 33, 35, 36, 37, 40, 41, 42, 44, 45, 46, 47, 49};0:00:05.031548;0.010751506313802991;{42, 44};{0, 2, 3, 7, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 22, 24, 25, 26, 28, 29, 30, 32, 37, 38, 40, 41, 42, 44, 46};0:00:00.002993
27;0.029753272745805564;{25, 14};{0, 2, 3, 7, 8, 9, 10, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24, 25, 27, 31, 32, 33, 35, 36, 40, 41, 44, 45, 47, 48};0:00:02.165211;0.01976384952922741;{45, 6};{1, 3, 5, 6, 9, 11, 12, 14, 15, 16, 17, 18, 19, 23, 25, 26, 31, 32, 34, 36, 37, 39, 40, 41, 42, 43, 44, 45, 46, 47};0:00:00.002991
28;0.017723996204400457;{25, 2};{0, 1, 2, 3, 6, 7, 9, 13, 15, 16, 17, 19, 20, 21, 24, 25, 26, 27, 32, 36, 37, 38, 39, 40, 42, 44, 45, 47, 48, 49};0:00:02.768599;0.017723996204400457;{25, 2};{0, 2, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 17, 21, 23, 24, 25, 27, 28, 29, 30, 34, 35, 38, 40, 41, 46, 47, 48, 49};0:00:00.002992
29;0.030494106024925704;{32, 36};{0, 2, 4, 5, 6, 7, 8, 10, 11, 13, 16, 17, 20, 21, 22, 24, 25, 27, 31, 32, 34, 35, 36, 37, 38, 40, 44, 46, 47, 48};0:00:01.905905;0.01684005705547617;{28, 13};{0, 3, 5, 7, 9, 12, 13, 15, 17, 18, 22, 23, 25, 26, 28, 29, 30, 32, 33, 34, 35, 36, 38, 39, 40, 43, 45, 46, 48, 49};0:00:00.002992
30;0.004582581896572978;{29, 46};{0, 1, 2, 5, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 21, 22, 23, 24, 27, 29, 33, 35, 36, 37, 41, 42, 46, 47, 48};0:00:02.846389;0.010528359845744083;{8, 43};{0, 1, 2, 6, 7, 8, 9, 11, 13, 14, 15, 17, 19, 20, 21, 22, 24, 25, 26, 30, 32, 33, 34, 36, 37, 41, 42, 43, 44, 47};0:00:00.002991
31;0.026403792150245742;{8, 38};{0, 1, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18, 19, 21, 28, 29, 32, 34, 35, 36, 37, 38, 39, 42, 44, 47, 48, 49};0:00:02.492337;0.025214843025785777;{46, 6};{3, 4, 6, 9, 11, 13, 16, 19, 20, 21, 24, 26, 27, 28, 29, 30, 31, 32, 34, 35, 37, 39, 41, 43, 44, 45, 46, 47, 48, 49};0:00:00.002991
32;0.0332483165323876;{21, 6};{0, 1, 3, 4, 6, 8, 9, 11, 16, 17, 18, 19, 20, 21, 24, 26, 27, 29, 30, 31, 33, 34, 36, 39, 42, 43, 45, 47, 48, 49};0:00:02.249988;0.016741729860326904;{41, 1};{0, 1, 2, 3, 4, 5, 6, 8, 11, 12, 13, 15, 16, 17, 20, 21, 23, 24, 25, 26, 28, 29, 32, 35, 36, 40, 41, 43, 45, 48};0:00:00.002989
33;0.013917978538728571;{48, 18};{0, 4, 6, 8, 10, 12, 13, 16, 17, 18, 19, 20, 24, 25, 27, 29, 33, 34, 35, 36, 37, 38, 39, 40, 42, 44, 46, 47, 48, 49};0:00:03.475709;0.013917978538728571;{48, 18};{0, 2, 3, 4, 5, 7, 8, 9, 11, 12, 14, 15, 17, 18, 19, 20, 24, 26, 27, 29, 31, 32, 36, 39, 40, 41, 44, 47, 48, 49};0:00:00.002991
34;0.018903620386907082;{42, 23};{0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 13, 14, 15, 17, 21, 23, 25, 29, 30, 31, 32, 38, 39, 40, 41, 42, 43, 47, 49};0:00:08.314770;0.02016830782335832;{9, 39};{0, 1, 4, 6, 7, 8, 9, 10, 13, 14, 17, 19, 20, 22, 25, 27, 31, 32, 33, 35, 36, 37, 39, 40, 43, 44, 45, 46, 47, 48};0:00:00.015623
35;0.007848719356054561;{17, 26};{1, 2, 3, 4, 5, 10, 13, 14, 16, 17, 19, 20, 23, 24, 26, 27, 28, 29, 30, 31, 32, 36, 37, 38, 40, 41, 42, 43, 45, 49};0:00:02.342152;0.007848719356054561;{17, 26};{1, 4, 5, 6, 7, 9, 10, 12, 14, 17, 19, 20, 21, 24, 26, 27, 28, 29, 33, 34, 36, 37, 38, 40, 41, 43, 44, 45, 46, 48};0:00:00
36;0.02764743516840399;{8, 15};{0, 1, 3, 5, 6, 7, 8, 9, 10, 11, 14, 15, 17, 20, 21, 23, 25, 26, 28, 30, 31, 32, 33, 35, 36, 37, 39, 43, 44, 48};0:00:02.152446;0.0331254269972434;{0, 3};{0, 1, 2, 3, 4, 6, 7, 10, 13, 18, 20, 21, 22, 23, 24, 27, 28, 29, 30, 32, 33, 36, 38, 40, 42, 44, 45, 46, 48, 49};0:00:00
37;0.02149943230804925;{4, 22};{1, 4, 6, 7, 8, 9, 10, 13, 14, 15, 16, 18, 22, 23, 24, 25, 26, 27, 30, 31, 33, 35, 38, 39, 41, 44, 46, 47, 48, 49};0:00:04.274413;0.02149943230804925;{4, 22};{0, 2, 4, 7, 9, 11, 12, 16, 18, 19, 21, 22, 23, 26, 27, 28, 29, 30, 31, 32, 34, 35, 38, 40, 41, 42, 43, 44, 46, 48};0:00:00.015621
38;0.004351110935663946;{48, 15};{0, 1, 2, 3, 4, 8, 9, 11, 13, 14, 15, 17, 18, 19, 20, 21, 23, 27, 28, 29, 30, 32, 38, 40, 42, 44, 45, 46, 47, 48};0:00:03.302501;0.02548054673221983;{1, 31};{1, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19, 20, 22, 23, 24, 25, 27, 28, 31, 33, 35, 38, 40, 41, 44, 47, 49};0:00:00
39;0.010747662988897707;{32, 47};{0, 1, 2, 3, 5, 6, 8, 9, 14, 15, 16, 17, 18, 20, 22, 23, 24, 26, 29, 32, 33, 35, 38, 39, 40, 42, 43, 45, 47, 49};0:00:02.323643;0.02189799558282682;{42, 26};{1, 2, 4, 5, 6, 8, 9, 10, 11, 14, 17, 18, 20, 21, 23, 25, 26, 28, 29, 30, 37, 38, 40, 41, 42, 43, 44, 45, 48, 49};0:00:00
40;0.021231227907646037;{26, 29};{0, 1, 3, 4, 5, 6, 7, 8, 12, 14, 15, 16, 19, 21, 22, 23, 26, 28, 29, 31, 32, 33, 35, 36, 37, 38, 39, 41, 46, 47};0:00:02.981821;0.021231227907646037;{26, 29};{0, 3, 5, 8, 9, 10, 11, 12, 13, 19, 20, 22, 23, 25, 26, 27, 28, 29, 32, 33, 34, 35, 38, 41, 43, 44, 45, 47, 48, 49};0:00:00.015621
41;0.01482053199281878;{46, 47};{0, 1, 2, 5, 6, 9, 10, 12, 13, 14, 15, 18, 19, 21, 24, 25, 26, 29, 30, 31, 32, 33, 35, 41, 43, 45, 46, 47, 48, 49};0:00:02.390122;0.0330025228701677;{40, 5};{1, 4, 5, 7, 9, 10, 11, 12, 13, 15, 19, 20, 21, 22, 23, 26, 27, 28, 30, 32, 33, 34, 37, 38, 39, 40, 42, 43, 44, 48};0:00:00.015622
42;0.022750505606976817;{36, 4};{4, 5, 6, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 27, 28, 31, 33, 35, 36, 43, 44, 45, 46, 47, 48};0:00:02.638987;0.014111825502936833;{32, 33};{1, 3, 5, 6, 8, 12, 13, 15, 16, 17, 19, 21, 23, 25, 26, 27, 29, 30, 31, 32, 33, 35, 38, 39, 42, 44, 45, 46, 48, 49};0:00:00
43;0.008569611243985722;{40, 16};{0, 1, 3, 4, 5, 6, 8, 11, 14, 16, 18, 19, 20, 21, 22, 23, 24, 27, 28, 31, 32, 33, 34, 35, 37, 39, 40, 42, 46, 47};0:00:02.475796;0.01497631620020412;{33, 36};{2, 7, 8, 9, 10, 11, 13, 18, 20, 22, 24, 25, 26, 27, 28, 29, 32, 33, 34, 35, 36, 37, 38, 39, 43, 44, 45, 46, 48, 49};0:00:00
44;0.013483642851960347;{41, 42};{0, 1, 2, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 17, 18, 21, 24, 25, 26, 27, 29, 31, 35, 39, 40, 41, 42, 43, 48, 49};0:00:02.903744;0.019644022661705517;{14, 6};{2, 3, 5, 6, 7, 10, 11, 12, 13, 14, 16, 17, 20, 24, 26, 28, 29, 30, 33, 34, 35, 36, 37, 38, 40, 42, 43, 44, 46, 49};0:00:00
45;0.021045156586425952;{10, 43};{0, 1, 4, 6, 7, 8, 10, 11, 12, 14, 18, 19, 20, 21, 23, 25, 27, 28, 29, 31, 32, 33, 36, 39, 40, 41, 43, 44, 46, 49};0:00:03.004726;0.021045156586425952;{10, 43};{0, 1, 2, 3, 4, 6, 7, 8, 10, 13, 14, 15, 16, 17, 19, 20, 25, 26, 31, 32, 34, 36, 37, 40, 42, 43, 44, 45, 46, 47};0:00:00
46;0.004330841355481591;{34, 43};{0, 1, 3, 4, 5, 6, 7, 10, 11, 12, 14, 21, 23, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 37, 40, 42, 43, 44, 45, 48};0:00:05.561249;0.03978961600302876;{14, 23};{3, 4, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20, 21, 23, 26, 27, 28, 29, 30, 31, 33, 37, 38, 39, 40, 42, 44, 45, 49};0:00:00
47;0.00505895839467566;{28, 47};{0, 1, 2, 3, 5, 6, 7, 8, 11, 14, 15, 17, 18, 20, 21, 25, 28, 31, 32, 34, 35, 37, 38, 39, 42, 44, 45, 46, 47, 48};0:00:01.977777;0.00505895839467566;{28, 47};{0, 1, 4, 5, 6, 8, 9, 12, 14, 16, 17, 18, 21, 23, 24, 25, 27, 28, 29, 30, 31, 34, 36, 37, 38, 39, 40, 44, 47, 49};0:00:00
48;0.027524624191551373;{16, 35};{0, 1, 3, 4, 5, 8, 14, 16, 19, 20, 21, 22, 23, 24, 25, 28, 29, 30, 31, 32, 35, 36, 39, 40, 43, 44, 46, 47, 48, 49};0:00:02.535892;0.027524624191551373;{16, 35};{3, 4, 6, 7, 9, 11, 13, 15, 16, 17, 21, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 39, 42, 45, 46, 48};0:00:00
49;0.016113605146310495;{38, 15};{1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 15, 17, 18, 19, 20, 21, 22, 23, 28, 29, 30, 31, 32, 34, 38, 39, 40, 42, 47, 49};0:00:01.606739;0.04528673659414401;{40, 41};{1, 2, 4, 9, 10, 12, 13, 14, 16, 18, 19, 21, 22, 24, 25, 27, 28, 29, 32, 33, 34, 37, 40, 41, 42, 43, 44, 45, 46, 48};0:00:00
50;0.03703635239127717;{9, 10};{0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 12, 14, 17, 19, 21, 22, 24, 26, 27, 28, 31, 36, 37, 38, 39, 40, 41, 42, 43, 47};0:00:02.491367;0.041109688368700985;{40, 25};{0, 1, 4, 8, 10, 12, 13, 15, 16, 17, 20, 21, 22, 24, 25, 28, 31, 32, 33, 34, 37, 39, 40, 42, 44, 45, 46, 47, 48, 49};0:00:00
51;0.017277541175104664;{2, 46};{0, 2, 3, 4, 5, 7, 8, 11, 12, 14, 17, 20, 22, 24, 25, 28, 29, 32, 33, 35, 36, 37, 38, 39, 41, 42, 43, 46, 48, 49};0:00:03.479869;0.017277541175104664;{2, 46};{0, 2, 3, 5, 6, 7, 8, 10, 11, 13, 15, 16, 17, 21, 22, 26, 28, 30, 31, 33, 35, 36, 38, 39, 41, 43, 45, 46, 47, 49};0:00:00
52;0.024080513231699976;{2, 43};{0, 2, 5, 6, 8, 9, 10, 11, 13, 14, 17, 18, 19, 21, 22, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 41, 43, 49};0:00:02.499560;0.005578234936113107;{0, 42};{0, 1, 2, 3, 6, 7, 8, 9, 10, 11, 14, 20, 22, 23, 24, 26, 27, 28, 30, 32, 36, 38, 39, 40, 41, 42, 43, 44, 46, 48};0:00:00
53;0.018267742908932533;{37, 46};{0, 1, 5, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 24, 25, 26, 27, 30, 32, 33, 34, 36, 37, 38, 39, 40, 41, 44, 46, 47};0:00:05.243024;0.018267742908932533;{37, 46};{0, 1, 2, 5, 9, 10, 12, 13, 14, 18, 21, 22, 24, 27, 28, 29, 31, 32, 33, 34, 35, 37, 38, 39, 40, 42, 43, 44, 46, 47};0:00:00
54;0.010680187107748684;{14, 6};{0, 2, 4, 5, 6, 8, 11, 12, 14, 15, 16, 19, 20, 21, 23, 26, 27, 29, 31, 33, 34, 35, 36, 38, 39, 42, 43, 46, 47, 48};0:00:02.557848;0.008695817047982396;{46, 30};{0, 4, 5, 7, 8, 9, 11, 13, 16, 18, 19, 20, 22, 23, 27, 29, 30, 31, 32, 34, 37, 38, 40, 41, 42, 43, 44, 45, 46, 49};0:00:00.015619
55;0.02871536809845005;{3, 38};{0, 1, 2, 3, 6, 7, 8, 10, 12, 14, 15, 17, 20, 21, 26, 27, 30, 31, 36, 38, 39, 40, 41, 42, 43, 44, 45, 47, 48, 49};0:00:02.327387;0.02871536809845005;{3, 38};{0, 1, 2, 3, 5, 6, 9, 11, 13, 14, 16, 17, 21, 22, 23, 24, 25, 26, 28, 29, 34, 36, 37, 38, 39, 41, 42, 44, 46, 49};0:00:00
56;0.01654296876377928;{40, 44};{0, 1, 2, 3, 4, 6, 8, 10, 11, 13, 15, 17, 19, 21, 23, 26, 27, 28, 33, 34, 35, 36, 38, 40, 41, 43, 44, 45, 48, 49};0:00:04.367246;0.006945190599282137;{48, 29};{0, 1, 2, 6, 7, 8, 9, 12, 13, 14, 15, 16, 19, 20, 21, 23, 24, 26, 28, 29, 33, 36, 37, 39, 41, 42, 43, 46, 47, 48};0:00:00
57;0.02034545372857895;{0, 41};{0, 1, 2, 4, 5, 6, 8, 10, 11, 13, 15, 18, 19, 24, 25, 26, 27, 29, 31, 34, 37, 40, 41, 42, 43, 44, 45, 47, 48, 49};0:00:01.123221;0.02034545372857895;{0, 41};{0, 1, 4, 6, 8, 10, 11, 14, 17, 18, 19, 20, 23, 25, 26, 28, 30, 32, 33, 34, 35, 36, 37, 38, 41, 44, 46, 47, 48, 49};0:00:00.015615
58;0.01712412402002804;{5, 30};{0, 3, 4, 5, 6, 7, 9, 11, 12, 13, 14, 16, 17, 18, 21, 23, 25, 26, 28, 29, 30, 32, 33, 35, 39, 40, 42, 45, 47, 48};0:00:03.185380;0.021157954365079973;{48, 42};{0, 2, 3, 4, 6, 7, 8, 10, 11, 12, 13, 15, 21, 24, 25, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 46, 48, 49};0:00:00.015621
59;0.027530661968427562;{27, 38};{0, 4, 5, 6, 7, 8, 11, 12, 13, 16, 19, 20, 21, 22, 23, 24, 26, 27, 28, 31, 32, 33, 35, 36, 38, 40, 42, 44, 48, 49};0:00:02.652921;0.024090423183069025;{48, 29};{0, 1, 2, 3, 8, 9, 12, 13, 15, 17, 19, 20, 21, 22, 23, 25, 27, 29, 30, 31, 34, 35, 38, 39, 40, 41, 42, 43, 45, 48};0:00:00.015630
