ponovitev;najmanjsaRazdalja_B;najblizjiPar_B;tocke_B;casIzvajanja_B;najmanjsaRazdalja_P;najblizjiPar_P;tocke_;casIzvajanja_P
33;0.1427160406137296;{0, 6};{0, 3, 6};0:00:00.004987;0.33066257530483056;{1, 5};{8, 1, 5};0:00:00
34;None;None;None;0:00:00.911567;0.2997651030973967;{0, 6};{0, 1, 6};0:00:00
35;0.23800802486310751;{3, 7};{2, 3, 7};0:00:00.003986;0.11898961608728217;{8, 2};{0, 8, 2};0:00:00
36;None;None;None;0:00:00.887625;0.11125184608195089;{8, 3};{8, 9, 3};0:00:00
37;None;None;None;0:00:00.903585;0.56705179854515;{0, 5};{0, 8, 5};0:00:00
38;0.157479735867845;{0, 9};{0, 9, 6};0:00:00.004987;0.5803340562323609;{5, 7};{4, 5, 7};0:00:00
39;0.15863231751225076;{9, 1};{1, 4, 9};0:00:00.004987;0.38656987014742966;{2, 5};{2, 5, 7};0:00:00
40;None;None;None;0:00:00.939487;0.06110398137783567;{8, 7};{8, 1, 7};0:00:00
41;None;None;None;0:00:00.912561;0.10420387226953727;{9, 4};{9, 3, 4};0:00:00
42;None;None;None;0:00:00.899595;0.195007651075029;{2, 7};{0, 2, 7};0:00:00
43;0.1541759077102124;{3, 6};{3, 6, 7};0:00:00.003990;0.16568432346053358;{8, 6};{8, 4, 6};0:00:00
44;None;None;None;0:00:00.891616;0.25254509537426034;{9, 1};{1, 5, 9};0:00:00
45;None;None;None;0:00:00.901590;0.18964690889739244;{8, 0};{0, 8, 5};0:00:00
46;None;None;None;0:00:00.895605;0.38249625640508655;{9, 3};{9, 2, 3};0:00:00
47;None;None;None;0:00:00.893611;0.05754597542848599;{9, 6};{9, 2, 6};0:00:00
48;None;None;None;0:00:00.917549;0.043251153076152855;{0, 7};{0, 5, 7};0:00:00
49;None;None;None;0:00:00.910563;0.3849150575228442;{8, 5};{8, 1, 5};0:00:00
50;None;None;None;0:00:00.893638;0.6058352850506242;{1, 3};{1, 2, 3};0:00:00
51;None;None;None;0:00:00.884608;0.06863859034177085;{8, 7};{0, 8, 7};0:00:00
52;None;None;None;0:00:00.903585;0.28650034815131115;{9, 2};{9, 2, 4};0:00:00
53;None;None;None;0:00:00.908571;0.036446432886369694;{0, 9};{0, 9, 3};0:00:00.000997
54;None;None;None;0:00:00.919542;0.3408307290862781;{1, 9};{9, 2, 1};0:00:00
55;None;None;None;0:00:00.904580;0.4782621739683112;{3, 7};{3, 4, 7};0:00:00
56;None;None;None;0:00:01.132972;0.09807432957651532;{8, 7};{0, 8, 7};0:00:00.000996
57;None;None;None;0:00:01.075129;0.8575906061263167;{4, 7};{3, 4, 7};0:00:00
58;0.2566867895729071;{9, 4};{0, 9, 4};0:00:00.005984;0.05695612214565409;{0, 1};{0, 1, 7};0:00:00
59;None;None;None;0:00:01.130976;0.2594633132120673;{8, 2};{8, 9, 2};0:00:00
60;None;None;None;0:00:01.098063;0.26165610949428547;{1, 4};{1, 2, 4};0:00:00
61;None;None;None;0:00:00.928537;0.1619068268617509;{0, 3};{0, 3, 4};0:00:00
62;None;None;None;0:00:00.896584;0.1301886041067352;{9, 2};{9, 2, 5};0:00:00
63;None;None;None;0:00:00.913581;0.14118907403424794;{8, 7};{8, 1, 7};0:00:00
64;None;None;None;0:00:00.880648;0.03881145914429114;{9, 2};{9, 2, 6};0:00:00
65;None;None;None;0:00:00.891590;0.2292043941182933;{9, 4};{9, 4, 6};0:00:00
66;None;None;None;0:00:00.911563;0.042694758980419495;{8, 1};{8, 1, 2};0:00:00
67;None;None;None;0:00:00.910566;0.12497137630460946;{2, 3};{9, 2, 3};0:00:00
68;None;None;None;0:00:00.901588;0.01993308428339636;{9, 6};{9, 4, 6};0:00:00
69;None;None;None;0:00:00.872669;0.18318295291802902;{1, 3};{1, 3, 4};0:00:00
70;None;None;None;0:00:00.892613;0.7541590218722342;{4, 5};{3, 4, 5};0:00:00
71;None;None;None;0:00:00.909567;0.17263317395429356;{8, 3};{8, 2, 3};0:00:00
72;0.14574882962469146;{5, 6};{4, 5, 6};0:00:00.005984;0.6701913811837069;{0, 9};{0, 9, 7};0:00:00
73;0.2809949194121939;{3, 4};{8, 3, 4};0:00:00.005987;0.2412512800897043;{1, 3};{0, 1, 3};0:00:00
74;None;None;None;0:00:01.396264;0.08586711145455338;{0, 9};{0, 9, 3};0:00:00
75;0.3300933287371995;{2, 3};{1, 2, 3};0:00:00.005986;0.3955132674387051;{8, 9};{8, 9, 4};0:00:00
76;None;None;None;0:00:01.367355;0.12446497954935548;{0, 3};{0, 3, 7};0:00:00
77;None;None;None;0:00:01.060154;0.07136040786641203;{3, 6};{3, 6, 7};0:00:00
78;0.1507233267752089;{1, 2};{1, 2, 3};0:00:00.005015;0.06677655321785342;{3, 7};{3, 6, 7};0:00:00
79;0.2476347099292928;{1, 4};{1, 3, 4};0:00:00.003961;0.3032557099963953;{3, 5};{2, 3, 5};0:00:00
80;None;None;None;0:00:00.910566;0.39184369635270416;{1, 4};{0, 1, 4};0:00:00
81;None;None;None;0:00:00.894608;0.1081102219355097;{5, 7};{9, 5, 7};0:00:00
82;0.09769060376955355;{0, 9};{0, 1, 9};0:00:00.003989;0.794068624779302;{8, 3};{8, 3, 6};0:00:00.000997
83;None;None;None;0:00:00.999330;0.35365632747399645;{2, 5};{0, 2, 5};0:00:00
84;None;None;None;0:00:00.944478;0.20789445127462305;{1, 7};{1, 4, 7};0:00:00
85;0.12279714555985378;{8, 2};{8, 9, 2};0:00:00.003983;0.14652686357315384;{0, 9};{0, 1, 9};0:00:00
86;None;None;None;0:00:00.907574;0.13342547139598573;{3, 7};{0, 3, 7};0:00:00.001004
87;None;None;None;0:00:00.920533;0.2684056756513955;{9, 1};{1, 9, 7};0:00:00
88;None;None;None;0:00:00.911563;0.2030013446485747;{1, 2};{9, 2, 1};0:00:00
89;None;None;None;0:00:00.899594;0.08155898192905187;{3, 5};{2, 3, 5};0:00:00
90;0.2505535502601352;{2, 3};{1, 2, 3};0:00:00.004987;0.6197863370998218;{8, 3};{8, 3, 7};0:00:00
91;None;None;None;0:00:00.925525;0.3339799003187678;{4, 6};{3, 4, 6};0:00:00.000998
92;None;None;None;0:00:00.956442;0.2914713912811753;{2, 5};{2, 3, 5};0:00:00
93;None;None;None;0:00:00.901589;0.10067730946214462;{4, 6};{8, 4, 6};0:00:00
94;None;None;None;0:00:01.009303;0.27416354686806765;{3, 5};{8, 3, 5};0:00:00
95;0.15404056215785847;{0, 3};{0, 3, 6};0:00:00.004987;0.22801852494203478;{9, 4};{9, 2, 4};0:00:00
96;0.20519655101092915;{4, 7};{0, 4, 7};0:00:00.003991;0.029777838352256426;{0, 6};{0, 2, 6};0:00:00.000995
97;None;None;None;0:00:00.895606;0.2991271535923517;{9, 5};{9, 4, 5};0:00:00
98;0.20166522287726263;{8, 3};{8, 3, 5};0:00:00.004009;0.35486295978061205;{2, 4};{2, 4, 7};0:00:00.001004
99;None;None;None;0:00:00.897574;0.08332924807976953;{1, 7};{1, 6, 7};0:00:00
100;0.17619971998850345;{1, 6};{1, 3, 6};0:00:00.005012;0.7269665850936133;{2, 4};{2, 4, 5};0:00:00
