ponovitev;najmanjsaRazdalja_B;najblizjiPar_B;tocke_B;casIzvajanja_B;najmanjsaRazdalja_P;najblizjiPar_P;tocke_;casIzvajanja_P
15;0.04527363141333308;{17, 7};{0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 17, 18};0:00:00.028923;0.04527363141333308;{17, 7};{0, 1, 2, 4, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19};0:00:00
16;0.047204169080559535;{16, 7};{0, 1, 5, 6, 7, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19};0:00:00.035904;0.03489239662341168;{16, 2};{0, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 19};0:00:00.000998
17;0.040054109096429986;{7, 15};{0, 1, 2, 3, 4, 6, 7, 8, 9, 13, 14, 15, 16, 17, 19};0:00:00.060837;0.040054109096429986;{7, 15};{0, 1, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14, 15, 16, 17};0:00:00
18;0.035112733165606765;{8, 3};{0, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 16, 17, 18, 19};0:00:00.029920;0.035112733165606765;{8, 3};{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 15, 16, 18};0:00:00
19;0.02881064224685616;{16, 9};{0, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 18, 19};0:00:00.026928;0.05336907993294536;{13, 14};{0, 1, 2, 3, 4, 5, 7, 8, 10, 13, 14, 15, 17, 18, 19};0:00:00
20;0.0061504624817728445;{10, 13};{0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 13, 14, 17, 18, 19};0:00:00.020945;0.0061504624817728445;{10, 13};{0, 1, 2, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 19};0:00:00
21;0.028993813406866097;{16, 2};{2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19};0:00:00.029919;0.09666336846876174;{9, 10};{1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19};0:00:00.000997
22;0.00987119906231073;{11, 6};{0, 2, 3, 4, 5, 6, 9, 10, 11, 12, 14, 15, 16, 17, 19};0:00:00.028922;0.00987119906231073;{11, 6};{1, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 18, 19};0:00:00
23;0.10707645726863124;{12, 4};{0, 1, 2, 3, 4, 5, 6, 7, 10, 12, 13, 15, 17, 18, 19};0:00:00.037899;0.11648489387825257;{10, 6};{0, 1, 2, 5, 6, 8, 9, 10, 13, 14, 15, 16, 17, 18, 19};0:00:00
24;0.019538834604042505;{0, 5};{0, 2, 3, 4, 5, 6, 9, 10, 11, 12, 14, 15, 16, 18, 19};0:00:00.020944;0.06327403373299034;{17, 14};{1, 3, 4, 6, 7, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19};0:00:00.000998
25;0.019581615619050793;{11, 15};{0, 1, 2, 4, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 18};0:00:00.021941;0.013128184413330826;{17, 1};{0, 1, 3, 4, 5, 6, 7, 11, 12, 13, 14, 16, 17, 18, 19};0:00:00
26;0.02432434814644444;{18, 6};{1, 2, 3, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19};0:00:00.022939;0.02432434814644444;{18, 6};{0, 1, 2, 3, 4, 6, 7, 8, 9, 12, 13, 14, 17, 18, 19};0:00:00
27;0.043542753583480226;{18, 3};{2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19};0:00:00.032912;0.043542753583480226;{18, 3};{0, 1, 2, 3, 4, 5, 6, 8, 10, 12, 14, 16, 17, 18, 19};0:00:00.000997
28;None;None;None;0:00:01.574791;0.03948102675619795;{17, 3};{1, 2, 3, 4, 5, 6, 8, 11, 12, 13, 15, 16, 17, 18, 19};0:00:00
29;0.014933601196682172;{17, 19};{1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 17, 18, 19};0:00:00.035904;0.032540409108739766;{5, 14};{0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 16, 18};0:00:00.000998
30;0.04079169502256514;{8, 17};{0, 1, 5, 6, 7, 8, 9, 10, 11, 12, 15, 16, 17, 18, 19};0:00:00.036901;0.009483651858519558;{9, 14};{0, 1, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 19};0:00:00
31;0.06445712130105051;{5, 7};{0, 1, 2, 5, 6, 7, 8, 9, 10, 13, 14, 15, 16, 18, 19};0:00:00.040890;0.039301224616811944;{10, 11};{0, 2, 3, 4, 5, 6, 7, 8, 10, 11, 15, 16, 17, 18, 19};0:00:00.000998
32;0.0036928995119326017;{2, 19};{0, 1, 2, 3, 4, 5, 6, 7, 8, 12, 13, 15, 17, 18, 19};0:00:00.022939;0.0036928995119326017;{2, 19};{1, 2, 3, 4, 5, 8, 9, 10, 12, 13, 14, 15, 17, 18, 19};0:00:00.000997
33;0.06672459916709385;{16, 9};{0, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19};0:00:00.022939;0.06672459916709385;{16, 9};{0, 2, 3, 4, 5, 7, 9, 10, 11, 13, 14, 16, 17, 18, 19};0:00:00
34;0.06354846985312479;{18, 11};{1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 14, 16, 17, 18, 19};0:00:00.025930;0.06354846985312479;{18, 11};{0, 1, 2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 18};0:00:00.000998
35;0.037749938252697915;{19, 5};{0, 1, 2, 3, 4, 5, 7, 8, 9, 11, 12, 14, 15, 16, 19};0:00:00.034905;0.037749938252697915;{19, 5};{0, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 17, 18, 19};0:00:00
36;0.05369894148673393;{16, 6};{0, 1, 2, 3, 5, 6, 7, 9, 10, 12, 13, 15, 16, 17, 18};0:00:00.027926;0.05369894148673393;{16, 6};{0, 2, 4, 5, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18};0:00:00.000998
37;0.0648403524123441;{9, 10};{0, 1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 16, 17, 19};0:00:00.020944;0.1046275237973925;{19, 7};{1, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19};0:00:00.000998
38;0.08551838825716958;{3, 7};{0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 16, 17, 18};0:00:00.024933;0.06443081360601512;{9, 11};{0, 1, 2, 5, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19};0:00:00
39;0.054325530959128863;{16, 2};{1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19};0:00:00.033909;0.06967804203066635;{19, 14};{0, 1, 3, 5, 7, 8, 9, 10, 12, 13, 14, 15, 17, 18, 19};0:00:00
40;0.02792654193924624;{9, 13};{0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 13, 15, 16, 18, 19};0:00:00.029919;0.02792654193924624;{9, 13};{1, 2, 3, 4, 5, 6, 9, 11, 13, 14, 15, 16, 17, 18, 19};0:00:00.000998
41;0.0329210959062478;{9, 15};{0, 1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 15, 17, 18, 19};0:00:00.039892;0.0517461152916019;{9, 12};{1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 17, 18, 19};0:00:00
42;0.05566798111852342;{12, 13};{0, 1, 3, 4, 7, 8, 10, 11, 12, 13, 14, 16, 17, 18, 19};0:00:00.020944;0.05566798111852342;{12, 13};{0, 1, 2, 3, 5, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19};0:00:00.000999
43;0.08404592405735525;{18, 14};{2, 3, 4, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19};0:00:00.037897;0.04827653356048959;{3, 5};{0, 1, 2, 3, 4, 5, 6, 9, 11, 12, 14, 15, 16, 18, 19};0:00:00.000998
44;0.08048454175743636;{1, 10};{0, 1, 2, 3, 5, 6, 10, 11, 12, 13, 14, 15, 16, 17, 18};0:00:00.019946;0.08048454175743636;{1, 10};{1, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19};0:00:00
45;0.02627356238609643;{16, 8};{0, 1, 2, 4, 5, 6, 7, 8, 9, 11, 13, 15, 16, 17, 19};0:00:00.026929;0.011929036622041268;{8, 12};{0, 1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 14, 15, 16, 19};0:00:00.000997
46;0.03777504860187827;{16, 7};{0, 3, 4, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19};0:00:00.026928;0.03777504860187827;{16, 7};{2, 3, 4, 5, 6, 7, 8, 9, 12, 13, 14, 16, 17, 18, 19};0:00:00
47;0.05841030798739666;{0, 3};{0, 1, 3, 4, 5, 6, 9, 10, 11, 12, 13, 15, 16, 18, 19};0:00:00.019946;0.05654968325068309;{18, 14};{0, 1, 3, 4, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19};0:00:00
48;0.015457051911535246;{18, 13};{1, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18};0:00:00.026928;0.015457051911535246;{18, 13};{2, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19};0:00:00
49;0.10376310793476783;{9, 19};{0, 1, 2, 4, 5, 7, 8, 9, 12, 13, 15, 16, 17, 18, 19};0:00:00.025930;0.10376310793476783;{9, 19};{0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 14, 16, 17, 19};0:00:00
50;None;None;None;0:00:01.946797;0.02557539466860278;{8, 3};{0, 1, 2, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 17, 18};0:00:00
51;0.06196707908873608;{11, 13};{0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 15, 18};0:00:00.022939;0.06196707908873608;{11, 13};{0, 1, 3, 4, 5, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18};0:00:00
52;0.08745719839223891;{9, 15};{1, 2, 3, 5, 6, 7, 8, 9, 11, 13, 15, 16, 17, 18, 19};0:00:00.065823;0.04975841348822616;{19, 4};{1, 3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 15, 17, 18, 19};0:00:00
53;0.07286963577639108;{17, 18};{0, 1, 2, 4, 7, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19};0:00:00.024934;0.06316326337011782;{1, 15};{0, 1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 19};0:00:00.000998
54;0.031086188942055927;{16, 15};{1, 2, 3, 4, 5, 7, 9, 12, 13, 14, 15, 16, 17, 18, 19};0:00:00.034906;0.031086188942055927;{16, 15};{0, 2, 3, 4, 5, 6, 9, 10, 11, 13, 14, 15, 16, 17, 19};0:00:00.000998
55;0.0541926573034332;{0, 10};{0, 1, 2, 4, 6, 7, 8, 9, 10, 12, 13, 14, 16, 17, 18};0:00:00.022938;0.0763204816237229;{5, 13};{1, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 17, 18, 19};0:00:00.000998
56;0.06592664896622569;{2, 4};{0, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 15, 17, 18, 19};0:00:00.022938;0.05421633240878346;{10, 4};{0, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19};0:00:00.000997
57;0.036699914475027684;{0, 7};{0, 1, 2, 3, 4, 5, 6, 7, 12, 13, 14, 15, 17, 18, 19};0:00:00.022939;0.04480104237319581;{17, 13};{1, 2, 3, 4, 5, 6, 8, 10, 11, 12, 13, 16, 17, 18, 19};0:00:00.000998
58;0.07008260285582907;{13, 14};{0, 2, 3, 5, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19};0:00:00.039893;0.08268550011080035;{2, 11};{0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 15, 17, 18};0:00:00.000997
59;0.03675632599259676;{9, 14};{0, 1, 2, 3, 5, 6, 8, 9, 10, 11, 13, 14, 15, 16, 18};0:00:00.024933;0.03675632599259676;{9, 14};{0, 2, 4, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19};0:00:00.000998
60;None;None;None;0:00:01.761290;0.0204845282064072;{0, 1};{0, 1, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 19};0:00:00
61;0.091108052539051;{5, 15};{0, 1, 2, 3, 4, 5, 7, 9, 10, 12, 14, 15, 16, 18, 19};0:00:00.020943;0.07892876799658058;{8, 15};{0, 1, 2, 3, 5, 6, 8, 9, 10, 12, 13, 14, 15, 17, 18};0:00:00
62;0.054233052277928004;{8, 5};{0, 1, 2, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 19};0:00:00.020944;0.054233052277928004;{8, 5};{1, 2, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19};0:00:00.000998
63;0.05062423463544933;{17, 12};{0, 1, 4, 5, 6, 7, 9, 10, 12, 13, 15, 16, 17, 18, 19};0:00:00.013962;0.01520663328636641;{11, 5};{1, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16, 17, 19};0:00:00
64;0.03238044513998364;{8, 13};{1, 2, 3, 4, 5, 6, 7, 8, 10, 12, 13, 14, 15, 16, 17};0:00:00.051864;0.03238044513998364;{8, 13};{0, 1, 3, 4, 5, 6, 8, 9, 10, 13, 15, 16, 17, 18, 19};0:00:00
65;0.015381135847572825;{4, 13};{0, 1, 2, 3, 4, 6, 7, 8, 11, 12, 13, 14, 15, 16, 18};0:00:00.048868;0.015381135847572825;{4, 13};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 18, 19};0:00:00.000998
66;0.05053352769083148;{8, 18};{0, 1, 2, 3, 4, 6, 7, 8, 10, 11, 12, 15, 16, 18, 19};0:00:00.045879;0.06441566764489966;{4, 13};{1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17};0:00:00
67;0.07843374860416673;{10, 19};{0, 1, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14, 17, 18, 19};0:00:00.053855;0.06617405981445514;{16, 6};{0, 1, 2, 4, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 19};0:00:00
68;0.011718305079556856;{2, 14};{1, 2, 3, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 18, 19};0:00:00.028922;0.011718305079556856;{2, 14};{0, 1, 2, 5, 6, 7, 9, 11, 12, 14, 15, 16, 17, 18, 19};0:00:00
69;0.022042900734336627;{14, 15};{1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 19};0:00:00.044885;0.022042900734336627;{14, 15};{0, 1, 3, 4, 5, 7, 8, 10, 11, 13, 14, 15, 16, 17, 19};0:00:00.000993
70;0.04559036976794836;{9, 1};{1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19};0:00:00.056848;0.04559036976794836;{9, 1};{0, 1, 3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 16, 17, 18};0:00:00.000997
71;0.031900144694613074;{9, 4};{0, 2, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18};0:00:00.044882;0.031900144694613074;{9, 4};{0, 1, 4, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19};0:00:00
72;0.06555303927477543;{13, 6};{0, 1, 2, 3, 4, 6, 8, 10, 11, 13, 15, 16, 17, 18, 19};0:00:00.080783;0.04688990728735734;{1, 7};{0, 1, 3, 4, 5, 6, 7, 9, 10, 13, 14, 15, 16, 17, 18};0:00:00.000998
73;0.011055367950939391;{8, 0};{0, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 18, 19};0:00:00.068816;0.011055367950939391;{8, 0};{0, 1, 2, 3, 4, 8, 9, 11, 12, 13, 14, 16, 17, 18, 19};0:00:00.000996
74;0.07834368670554498;{16, 4};{0, 1, 2, 3, 4, 6, 7, 8, 12, 13, 14, 15, 16, 17, 18};0:00:00.039893;0.038194002518842196;{5, 6};{0, 1, 2, 3, 5, 6, 9, 10, 11, 12, 13, 14, 15, 17, 19};0:00:00
75;0.06908708567046078;{19, 4};{0, 1, 2, 3, 4, 5, 6, 7, 9, 11, 13, 16, 17, 18, 19};0:00:00.056850;0.06908708567046078;{19, 4};{1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 15, 16, 17, 18, 19};0:00:00.000997
76;0.0757488441764003;{14, 15};{3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19};0:00:00.051861;0.0757488441764003;{14, 15};{0, 2, 3, 4, 5, 6, 7, 8, 9, 13, 14, 15, 16, 17, 18};0:00:00
77;0.021574343161895732;{1, 12};{1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18};0:00:00.028922;0.021574343161895732;{1, 12};{0, 1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 17, 18};0:00:00
78;0.017505531362076287;{17, 10};{0, 2, 4, 5, 6, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19};0:00:00.028923;0.017505531362076287;{17, 10};{2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19};0:00:00.000999
79;0.053529290832325424;{19, 5};{0, 1, 3, 4, 5, 7, 8, 9, 10, 13, 14, 16, 17, 18, 19};0:00:00.034906;0.053529290832325424;{19, 5};{0, 2, 4, 5, 6, 8, 9, 10, 11, 13, 15, 16, 17, 18, 19};0:00:00.000997
80;0.06920191385661144;{9, 14};{1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 16, 17, 19};0:00:00.079795;0.07977065109052564;{0, 2};{0, 1, 2, 3, 4, 6, 8, 10, 11, 12, 13, 15, 17, 18, 19};0:00:00.000989
81;0.015927279755237046;{18, 2};{0, 1, 2, 4, 6, 7, 9, 12, 13, 14, 15, 16, 17, 18, 19};0:00:00.041888;0.015927279755237046;{18, 2};{0, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 18, 19};0:00:00.000998
82;0.04633634385868546;{12, 7};{1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 13, 14, 15, 18, 19};0:00:00.039892;0.01677230315592067;{17, 14};{0, 3, 5, 6, 7, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19};0:00:00.000998
83;0.035132514416496716;{12, 7};{1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 17, 18};0:00:00.036902;0.035132514416496716;{12, 7};{1, 2, 4, 5, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19};0:00:00
84;0.03106468138330022;{0, 13};{0, 1, 2, 4, 5, 6, 8, 10, 11, 13, 14, 16, 17, 18, 19};0:00:00.040890;0.03663932422930816;{16, 15};{1, 2, 3, 4, 5, 6, 8, 9, 11, 12, 15, 16, 17, 18, 19};0:00:00.001005
85;0.08415616081177507;{17, 19};{0, 1, 2, 4, 6, 7, 8, 9, 12, 14, 15, 16, 17, 18, 19};0:00:00.036908;0.052664030015707276;{4, 5};{0, 1, 2, 4, 5, 6, 10, 11, 12, 13, 14, 15, 17, 18, 19};0:00:00.001000
86;0.03836436831914491;{1, 7};{0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 14, 15, 16, 18};0:00:00.042868;0.07260930926316565;{16, 19};{1, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19};0:00:00.000998
87;0.06386056621968093;{17, 13};{0, 2, 3, 4, 6, 7, 10, 11, 13, 14, 15, 16, 17, 18, 19};0:00:00.030919;0.06386056621968093;{17, 13};{1, 2, 3, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 18};0:00:00
88;0.08840548837080833;{12, 15};{1, 2, 3, 4, 5, 7, 8, 9, 12, 13, 14, 15, 16, 17, 19};0:00:00.033909;0.08840548837080833;{12, 15};{0, 2, 4, 5, 6, 7, 10, 11, 12, 13, 14, 15, 16, 18, 19};0:00:00
89;0.02115881907879062;{2, 14};{1, 2, 3, 4, 5, 7, 8, 10, 11, 12, 13, 14, 16, 17, 18};0:00:00.032911;0.051601088017949555;{8, 17};{0, 1, 2, 5, 6, 7, 8, 9, 11, 12, 13, 15, 17, 18, 19};0:00:00
90;0.060894232700573724;{19, 12};{0, 1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 16, 18, 19};0:00:00.028922;0.060894232700573724;{19, 12};{0, 2, 3, 4, 6, 7, 8, 9, 10, 12, 13, 15, 16, 17, 19};0:00:00.000997
91;0.03460588438617874;{16, 17};{0, 1, 2, 3, 4, 6, 7, 8, 9, 11, 13, 15, 16, 17, 18};0:00:00.045878;0.04865403131099518;{18, 2};{0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 15, 18};0:00:00.000997
92;0.06505953526862857;{17, 5};{2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 15, 16, 17, 18, 19};0:00:00.072806;0.05431778139480672;{8, 18};{0, 2, 3, 5, 6, 7, 8, 9, 12, 14, 15, 16, 17, 18, 19};0:00:00
93;0.061240866744761896;{9, 3};{0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 14, 16, 17, 19};0:00:00.033908;0.061240866744761896;{9, 3};{0, 2, 3, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 19};0:00:00.001000
94;0.05913341412691825;{19, 14};{0, 2, 3, 4, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 19};0:00:00.039890;0.0577370585929084;{17, 13};{0, 1, 2, 3, 4, 5, 6, 7, 12, 13, 14, 16, 17, 18, 19};0:00:00
95;0.042765157175831715;{0, 5};{0, 1, 2, 4, 5, 7, 8, 9, 10, 11, 13, 14, 16, 18, 19};0:00:00.061834;0.042765157175831715;{0, 5};{0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 19};0:00:00
96;0.07957484526574106;{10, 14};{0, 1, 2, 3, 5, 6, 8, 9, 10, 12, 14, 15, 16, 18, 19};0:00:00.021941;0.061147135478473086;{9, 13};{0, 1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 17};0:00:00
97;0.05030915718955791;{9, 3};{2, 3, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19};0:00:00.029921;0.05464107898781504;{16, 6};{0, 1, 2, 3, 5, 6, 7, 8, 10, 11, 14, 15, 16, 18, 19};0:00:00.000998
98;0.0591518467791805;{11, 14};{0, 2, 3, 4, 5, 6, 7, 9, 10, 11, 13, 14, 15, 17, 19};0:00:00.037898;0.015526376271579354;{1, 13};{1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 14, 16, 18, 19};0:00:00.000999
99;0.032440208088182924;{11, 4};{0, 1, 2, 3, 4, 6, 7, 9, 11, 13, 14, 15, 17, 18, 19};0:00:00.037898;0.032440208088182924;{11, 4};{1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 17};0:00:00
100;0.02544571162221192;{1, 11};{0, 1, 2, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 18, 19};0:00:00.034905;0.02544571162221192;{1, 11};{0, 1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 16, 17, 19};0:00:00.000999
