ponovitev;najmanjsaRazdalja_B;najblizjiPar_B;tocke_B;casIzvajanja_B;najmanjsaRazdalja_P;najblizjiPar_P;tocke_;casIzvajanja_P
65;0.06326511535062276;{4, 6};{1, 2, 3, 4, 5, 6, 9};0:00:00.022938;0.05700971949408383;{8, 9};{2, 4, 5, 6, 7, 8, 9};0:00:00
66;0.27174604647124295;{1, 6};{0, 1, 5, 6, 7, 8, 9};0:00:00.018949;0.24455474688182266;{1, 4};{1, 2, 4, 5, 6, 8, 9};0:00:00
67;0.05434823872004401;{8, 0};{0, 1, 2, 3, 5, 7, 8};0:00:00.027925;0.05434823872004401;{8, 0};{0, 2, 4, 5, 7, 8, 9};0:00:00
68;None;None;None;0:00:00.965420;0.12733005846137704;{3, 6};{0, 1, 2, 3, 6, 7, 8};0:00:00
69;0.13206559271123905;{8, 7};{0, 2, 3, 6, 7, 8, 9};0:00:00.019947;0.099440462650351;{4, 7};{0, 1, 3, 4, 6, 7, 9};0:00:00
70;None;None;None;0:00:00.990352;0.20902094262021134;{5, 6};{1, 3, 4, 5, 6, 7, 9};0:00:00
71;None;None;None;0:00:00.946468;0.11183267153835877;{8, 0};{0, 1, 2, 6, 7, 8, 9};0:00:00
72;0.07092829509346917;{0, 2};{0, 2, 3, 4, 5, 8, 9};0:00:00.017953;0.07092829509346917;{0, 2};{0, 1, 2, 4, 6, 8, 9};0:00:00
73;0.023780109601134806;{8, 6};{0, 1, 2, 4, 6, 8, 9};0:00:00.021941;0.023780109601134806;{8, 6};{2, 3, 4, 6, 7, 8, 9};0:00:00
74;0.04215279740275309;{0, 6};{0, 1, 2, 5, 6, 7, 8};0:00:00.017952;0.04215279740275309;{0, 6};{0, 1, 4, 6, 7, 8, 9};0:00:00
75;None;None;None;0:00:00.950459;0.13198907651790404;{2, 7};{0, 1, 2, 4, 6, 7, 8};0:00:00
76;0.07934224544815104;{9, 2};{0, 1, 2, 3, 7, 8, 9};0:00:00.012965;0.036972867168400064;{6, 7};{0, 3, 4, 5, 6, 7, 8};0:00:00
77;0.10205021678917893;{1, 7};{0, 1, 2, 6, 7, 8, 9};0:00:00.026928;0.10205021678917893;{1, 7};{0, 1, 3, 4, 7, 8, 9};0:00:00
78;None;None;None;0:00:00.962427;0.1900062657381816;{3, 5};{0, 1, 3, 4, 5, 6, 7};0:00:00
79;0.15113427800085208;{0, 6};{0, 2, 3, 4, 5, 6, 9};0:00:00.030918;0.1623999956757688;{0, 5};{0, 1, 4, 5, 7, 8, 9};0:00:00
80;0.06558068988493967;{1, 6};{1, 2, 3, 4, 5, 6, 9};0:00:00.021941;0.06698017039684255;{9, 2};{2, 4, 5, 6, 7, 8, 9};0:00:00
81;0.06592631815791719;{0, 3};{0, 2, 3, 4, 6, 7, 9};0:00:00.030917;0.09095094443828595;{9, 7};{1, 4, 5, 6, 7, 8, 9};0:00:00
82;0.14861952127133551;{1, 4};{0, 1, 2, 4, 6, 7, 9};0:00:00.021942;0.032461775096454835;{9, 5};{1, 3, 5, 6, 7, 8, 9};0:00:00
83;0.15003093979730733;{0, 6};{0, 1, 2, 3, 4, 6, 7};0:00:00.021941;0.11072892337112805;{9, 1};{0, 1, 2, 5, 7, 8, 9};0:00:00
84;None;None;None;0:00:00.955448;0.08070187039497267;{9, 4};{0, 4, 5, 6, 7, 8, 9};0:00:00
85;0.11395980818011006;{9, 5};{0, 1, 2, 4, 5, 6, 9};0:00:00.022939;0.11395980818011006;{9, 5};{0, 1, 5, 6, 7, 8, 9};0:00:00.000996
86;0.1044968791083451;{5, 7};{0, 2, 3, 5, 6, 7, 9};0:00:00.012966;0.1044968791083451;{5, 7};{0, 1, 2, 5, 6, 7, 9};0:00:00
87;0.052067902604416745;{2, 7};{0, 1, 2, 3, 4, 7, 8};0:00:00.023937;0.046441299063584116;{9, 3};{1, 2, 3, 5, 6, 8, 9};0:00:00
88;None;None;None;0:00:01.178845;0.06361650461309203;{9, 1};{1, 2, 3, 5, 6, 8, 9};0:00:00.000999
89;None;None;None;0:00:01.276586;0.0691634367197505;{2, 5};{1, 2, 3, 4, 5, 6, 9};0:00:00.000998
90;None;None;None;0:00:01.198795;0.16475511609981178;{3, 7};{0, 1, 3, 4, 7, 8, 9};0:00:00
91;None;None;None;0:00:01.158902;0.1337180776328798;{0, 7};{0, 1, 3, 4, 5, 7, 8};0:00:00
92;None;None;None;0:00:01.034234;0.1463057191879524;{3, 5};{0, 1, 2, 3, 5, 6, 9};0:00:00
93;None;None;None;0:00:00.988358;0.1376566496815472;{8, 0};{0, 2, 4, 5, 6, 7, 8};0:00:00
94;None;None;None;0:00:01.015285;0.010952077671087624;{2, 5};{0, 1, 2, 5, 6, 7, 8};0:00:00.000998
95;0.08018102134911297;{0, 7};{0, 1, 2, 3, 5, 7, 9};0:00:00.030917;0.08110956399772763;{1, 5};{1, 2, 4, 5, 6, 8, 9};0:00:00
96;0.13758695433948157;{0, 3};{0, 2, 3, 5, 6, 7, 9};0:00:00.012965;0.13758695433948157;{0, 3};{0, 3, 4, 5, 6, 7, 9};0:00:00
97;None;None;None;0:00:01.032241;0.1760364648727213;{1, 5};{0, 1, 2, 4, 5, 8, 9};0:00:00
98;0.15973820960869392;{0, 4};{0, 1, 2, 4, 6, 8, 9};0:00:00.043888;0.12263215385904384;{2, 3};{0, 2, 3, 4, 6, 7, 9};0:00:00
99;0.057093988978322956;{0, 2};{0, 1, 2, 3, 4, 5, 7};0:00:00.051857;0.08624781678932457;{8, 1};{1, 4, 5, 6, 7, 8, 9};0:00:00
100;0.08980196427741648;{9, 2};{0, 1, 2, 3, 6, 8, 9};0:00:00.023937;0.08980196427741648;{9, 2};{1, 2, 4, 5, 6, 7, 9};0:00:00
