ponovitev;najmanjsaRazdalja_B;najblizjiPar_B;tocke_B;casIzvajanja_B;najmanjsaRazdalja_P;najblizjiPar_P;tocke_;casIzvajanja_P
16;0.01457258764416842;{17, 22};{1, 2, 5, 6, 8, 11, 13, 14, 15, 17, 20, 21, 22, 24, 25, 28, 29, 36, 37, 42, 44, 46, 47, 48, 49};0:00:04.862001;0.013001130822594513;{45, 14};{1, 3, 4, 5, 8, 11, 13, 14, 15, 16, 17, 19, 22, 23, 25, 26, 27, 30, 31, 33, 41, 43, 44, 45, 49};0:00:00.002991
17;0.011115085362997507;{24, 36};{0, 1, 4, 9, 10, 11, 13, 16, 22, 24, 25, 27, 28, 29, 32, 33, 34, 35, 36, 37, 38, 39, 41, 43, 45};0:00:02.154246;0.039627030607925065;{32, 16};{0, 2, 3, 7, 9, 10, 12, 14, 16, 17, 18, 19, 22, 23, 26, 30, 32, 33, 34, 35, 41, 43, 45, 46, 47};0:00:00.002985
18;0.007908357877020745;{8, 45};{0, 1, 2, 3, 5, 6, 7, 8, 12, 14, 17, 19, 21, 25, 26, 27, 29, 31, 33, 34, 38, 39, 45, 46, 48};0:00:03.516601;0.026981722365220256;{20, 12};{0, 2, 3, 4, 6, 10, 11, 12, 13, 14, 15, 19, 20, 24, 25, 26, 28, 30, 31, 36, 37, 40, 46, 48, 49};0:00:00.002020
19;0.020984003136184162;{49, 18};{0, 1, 5, 6, 7, 9, 10, 11, 16, 17, 18, 19, 20, 26, 27, 29, 31, 33, 35, 36, 38, 39, 40, 45, 49};0:00:03.133597;0.0071396420086523825;{0, 46};{0, 3, 5, 7, 9, 10, 12, 14, 15, 16, 20, 21, 24, 25, 27, 30, 32, 33, 35, 37, 40, 41, 46, 47, 48};0:00:00.002990
20;0.02718783866012548;{16, 41};{1, 3, 4, 7, 8, 10, 11, 12, 13, 14, 16, 17, 21, 22, 24, 27, 31, 33, 36, 38, 41, 45, 46, 47, 48};0:00:04.951762;0.012953011754277741;{26, 46};{0, 4, 5, 6, 10, 12, 14, 17, 18, 19, 21, 22, 23, 24, 26, 29, 32, 33, 38, 40, 42, 43, 45, 46, 47};0:00:00.002012
21;0.014319425114546173;{3, 31};{2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 16, 17, 22, 23, 24, 25, 29, 31, 32, 36, 38, 40, 44, 45, 47};0:00:03.589386;0.017947170916419255;{3, 35};{2, 3, 4, 7, 8, 11, 12, 13, 14, 15, 19, 21, 22, 27, 32, 35, 36, 37, 39, 40, 42, 43, 46, 47, 48};0:00:00.002020
22;0.00710797045882774;{40, 9};{0, 1, 3, 5, 6, 9, 10, 12, 14, 16, 17, 20, 23, 24, 25, 27, 29, 32, 36, 40, 41, 44, 46, 47, 49};0:00:03.641240;0.008571036722991764;{32, 45};{0, 1, 2, 6, 7, 10, 11, 13, 14, 16, 18, 19, 20, 22, 25, 26, 32, 35, 37, 38, 39, 41, 43, 45, 49};0:00:00.002992
23;0.0030091851070722718;{22, 15};{0, 4, 7, 9, 10, 11, 13, 15, 16, 17, 18, 19, 20, 22, 24, 26, 27, 29, 32, 33, 34, 39, 43, 45, 48};0:00:05.808470;0.0030091851070722718;{22, 15};{2, 4, 5, 11, 12, 13, 14, 15, 17, 20, 22, 24, 26, 29, 30, 32, 33, 35, 37, 38, 40, 43, 47, 48, 49};0:00:00.002992
24;0.071791963205776;{2, 3};{2, 3, 5, 6, 8, 9, 12, 13, 14, 15, 17, 18, 20, 22, 23, 25, 26, 30, 31, 33, 34, 35, 42, 46, 47};0:00:02.498321;0.015478956013346286;{9, 27};{1, 5, 7, 9, 10, 12, 13, 15, 16, 18, 19, 20, 23, 24, 25, 27, 28, 29, 30, 38, 41, 42, 43, 44, 47};0:00:00.001995
25;0.015514535524012923;{49, 5};{0, 1, 2, 3, 5, 6, 7, 8, 17, 19, 20, 22, 24, 28, 29, 30, 32, 34, 38, 40, 42, 43, 45, 46, 49};0:00:02.137287;0.024027868813655057;{2, 13};{1, 2, 3, 4, 8, 9, 11, 13, 16, 18, 23, 25, 28, 29, 31, 32, 34, 35, 36, 37, 38, 39, 41, 46, 48};0:00:00.002991
26;0.005752935174985697;{40, 44};{0, 1, 3, 4, 5, 7, 8, 10, 11, 15, 19, 20, 22, 23, 25, 26, 30, 36, 37, 38, 40, 42, 43, 44, 46};0:00:03.537542;0.005752935174985697;{40, 44};{0, 3, 4, 5, 6, 7, 10, 11, 12, 13, 14, 16, 18, 20, 21, 25, 31, 36, 38, 39, 40, 44, 46, 47, 49};0:00:00.002992
27;0.024252716562992792;{3, 19};{0, 1, 3, 6, 8, 12, 13, 14, 17, 19, 23, 25, 26, 30, 34, 37, 38, 39, 42, 43, 44, 46, 47, 48, 49};0:00:03.833751;0.01976095204620335;{8, 45};{3, 4, 6, 8, 9, 11, 12, 14, 18, 19, 20, 22, 23, 28, 29, 30, 32, 33, 35, 36, 37, 41, 43, 45, 47};0:00:00.001995
28;0.025482941652142193;{27, 13};{0, 1, 2, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 19, 22, 27, 28, 31, 32, 34, 36, 43, 46, 47, 49};0:00:02.273920;0.02131598022271002;{24, 13};{0, 2, 3, 4, 6, 7, 8, 10, 11, 13, 14, 20, 22, 23, 24, 25, 26, 27, 29, 30, 33, 37, 45, 47, 49};0:00:00.001995
29;0.027685844963249457;{13, 38};{0, 2, 3, 4, 5, 7, 9, 10, 11, 13, 16, 22, 25, 26, 30, 31, 34, 36, 37, 38, 39, 40, 41, 42, 48};0:00:04.100039;0.022082172764021846;{17, 11};{3, 6, 9, 10, 11, 15, 17, 18, 22, 23, 24, 25, 27, 28, 29, 31, 33, 36, 37, 41, 43, 46, 47, 48, 49};0:00:00.001994
30;0.013468288030524255;{30, 22};{0, 1, 2, 3, 4, 5, 8, 9, 10, 13, 14, 15, 19, 21, 22, 24, 30, 31, 32, 33, 35, 36, 37, 39, 41};0:00:04.519917;0.013468288030524255;{30, 22};{0, 2, 5, 8, 12, 13, 20, 21, 22, 23, 24, 25, 28, 29, 30, 32, 33, 37, 40, 41, 42, 44, 45, 46, 49};0:00:00.002991
31;0.013406751057032837;{40, 42};{0, 1, 2, 3, 4, 8, 11, 14, 15, 16, 17, 18, 19, 22, 23, 24, 27, 34, 36, 38, 40, 42, 43, 47, 48};0:00:02.556166;0.013406751057032837;{40, 42};{0, 1, 4, 6, 8, 15, 18, 19, 22, 24, 25, 26, 27, 29, 30, 33, 35, 37, 38, 40, 42, 44, 45, 48, 49};0:00:00.001995
32;0.04058443164248564;{32, 42};{0, 4, 6, 7, 8, 10, 13, 16, 18, 19, 20, 26, 30, 31, 32, 33, 34, 36, 39, 41, 42, 45, 46, 48, 49};0:00:03.156560;0.010098792124306708;{32, 21};{3, 4, 5, 6, 7, 8, 11, 16, 17, 19, 21, 22, 24, 26, 27, 31, 32, 35, 38, 39, 42, 44, 46, 47, 48};0:00:00.001995
33;0.026787417544818434;{9, 47};{1, 2, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 20, 22, 24, 25, 30, 34, 35, 37, 40, 41, 46, 47};0:00:01.738361;0.03379922450157148;{36, 47};{3, 4, 6, 7, 8, 11, 12, 13, 15, 16, 18, 22, 23, 33, 34, 36, 37, 38, 39, 42, 43, 44, 45, 47, 49};0:00:00.002984
34;0.012390265622389077;{3, 47};{1, 2, 3, 4, 8, 11, 13, 17, 18, 19, 21, 22, 23, 24, 26, 27, 31, 32, 33, 36, 38, 40, 42, 44, 47};0:00:01.610694;0.014354909555731208;{16, 2};{0, 1, 2, 4, 5, 6, 10, 11, 12, 15, 16, 17, 18, 20, 21, 22, 23, 25, 26, 30, 33, 34, 40, 42, 49};0:00:00.002991
35;0.010100046574986296;{11, 44};{0, 2, 3, 5, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 22, 23, 25, 28, 31, 35, 42, 44, 45, 49};0:00:02.572126;0.041000757659853476;{48, 25};{0, 1, 2, 3, 10, 12, 14, 18, 19, 20, 23, 24, 25, 28, 31, 33, 36, 37, 39, 40, 41, 46, 47, 48, 49};0:00:00.002989
36;0.028206781997894968;{2, 31};{0, 1, 2, 4, 6, 7, 8, 11, 12, 13, 19, 21, 23, 25, 30, 31, 32, 33, 37, 41, 42, 46, 47, 48, 49};0:00:04.110013;0.028206781997894968;{2, 31};{2, 3, 4, 5, 6, 10, 13, 21, 22, 25, 26, 28, 29, 31, 32, 33, 35, 36, 37, 38, 40, 43, 44, 46, 47};0:00:00.002993
37;0.024803594574337583;{17, 6};{2, 3, 5, 6, 8, 9, 12, 15, 16, 17, 21, 22, 23, 26, 28, 30, 32, 34, 35, 36, 39, 40, 42, 45, 46};0:00:03.013944;0.008843313385743198;{24, 15};{3, 4, 5, 6, 10, 11, 12, 13, 14, 15, 17, 22, 24, 25, 26, 28, 30, 32, 37, 38, 41, 45, 46, 47, 49};0:00:00.002989
38;0.0212001664823052;{46, 14};{3, 4, 6, 7, 8, 10, 12, 13, 14, 15, 16, 20, 21, 22, 29, 31, 32, 33, 36, 38, 42, 44, 46, 47, 48};0:00:04.605687;0.0212001664823052;{46, 14};{0, 1, 2, 3, 6, 14, 15, 16, 17, 20, 24, 26, 27, 28, 33, 35, 36, 38, 40, 41, 43, 44, 45, 46, 49};0:00:00.001999
39;0.006210081530556446;{35, 30};{0, 1, 3, 4, 6, 7, 9, 11, 12, 13, 14, 18, 21, 23, 24, 27, 30, 32, 35, 37, 38, 39, 42, 46, 49};0:00:02.724711;0.006210081530556446;{35, 30};{2, 3, 4, 5, 6, 9, 10, 12, 14, 19, 20, 22, 23, 25, 26, 30, 32, 33, 35, 41, 43, 45, 47, 48, 49};0:00:00.002992
40;0.016804269789308893;{8, 26};{0, 1, 3, 4, 5, 8, 9, 11, 14, 15, 16, 18, 24, 26, 27, 28, 33, 34, 35, 37, 40, 41, 46, 48, 49};0:00:03.211416;0.016804269789308893;{8, 26};{0, 2, 4, 6, 8, 10, 11, 13, 14, 16, 17, 19, 23, 25, 26, 28, 33, 35, 36, 39, 43, 45, 46, 47, 48};0:00:00.002989
41;0.03792931565185304;{2, 46};{0, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 19, 26, 27, 29, 31, 33, 34, 36, 38, 39, 44, 46, 49};0:00:02.739673;0.015907127379521237;{40, 19};{1, 8, 13, 14, 15, 17, 19, 20, 21, 22, 23, 25, 26, 27, 31, 33, 34, 35, 37, 38, 39, 40, 43, 47, 48};0:00:00.003992
42;0.03593648479568611;{42, 2};{0, 1, 2, 3, 6, 7, 9, 10, 12, 13, 14, 15, 17, 18, 19, 24, 25, 28, 34, 35, 38, 40, 42, 44, 47};0:00:03.292220;0.017715076778007134;{42, 20};{2, 3, 5, 6, 9, 11, 14, 15, 17, 18, 19, 20, 21, 22, 29, 30, 31, 32, 34, 42, 43, 44, 45, 47, 49};0:00:00.002969
43;0.01927966800638915;{34, 30};{2, 3, 4, 6, 8, 9, 11, 13, 16, 23, 24, 25, 27, 28, 29, 30, 31, 32, 34, 40, 41, 45, 47, 48, 49};0:00:03.205430;0.02354520882001261;{33, 27};{2, 4, 6, 7, 9, 10, 11, 12, 14, 15, 16, 19, 20, 23, 24, 26, 27, 29, 33, 37, 38, 40, 41, 42, 45};0:00:00.001995
44;0.02851006819352057;{24, 9};{1, 3, 6, 7, 8, 9, 10, 12, 14, 18, 21, 22, 23, 24, 26, 27, 28, 33, 35, 36, 37, 38, 41, 42, 48};0:00:03.247318;0.011184439520649412;{9, 46};{2, 3, 4, 5, 6, 7, 9, 12, 13, 15, 16, 17, 20, 22, 24, 25, 31, 33, 35, 40, 43, 45, 46, 48, 49};0:00:00.001994
45;0.028486478001054086;{40, 11};{1, 4, 5, 7, 8, 9, 10, 11, 17, 19, 20, 25, 27, 28, 33, 35, 36, 39, 40, 41, 44, 45, 46, 47, 49};0:00:03.010950;0.027101839453976744;{18, 10};{0, 2, 3, 4, 8, 9, 10, 13, 15, 16, 17, 18, 23, 26, 28, 29, 31, 33, 34, 36, 37, 41, 43, 44, 47};0:00:00.002992
46;0.03245587751573411;{42, 4};{2, 4, 9, 10, 11, 16, 17, 19, 20, 22, 23, 24, 25, 27, 28, 30, 36, 38, 39, 42, 44, 45, 46, 47, 48};0:00:03.779893;0.018725556890368387;{25, 43};{0, 1, 5, 7, 11, 12, 13, 15, 16, 19, 23, 25, 27, 29, 30, 31, 32, 34, 35, 36, 37, 38, 41, 43, 44};0:00:00.001995
47;0.022336828126707498;{24, 49};{1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 20, 21, 22, 24, 26, 28, 32, 33, 49};0:00:02.973052;0.0121918865276239;{44, 28};{1, 2, 3, 4, 9, 12, 13, 16, 21, 23, 24, 27, 28, 32, 33, 34, 35, 37, 38, 39, 41, 43, 44, 48, 49};0:00:00.002991
48;0.021281068438105462;{49, 11};{2, 5, 6, 7, 8, 9, 11, 13, 14, 17, 21, 22, 26, 27, 28, 33, 36, 38, 39, 40, 42, 43, 47, 48, 49};0:00:07.333402;0.016999693650784846;{43, 29};{0, 2, 5, 8, 9, 15, 17, 22, 23, 24, 25, 26, 27, 29, 30, 31, 33, 34, 35, 39, 41, 42, 43, 44, 45};0:00:00.002002
49;0.021207057301055314;{42, 19};{1, 3, 5, 6, 8, 9, 15, 19, 20, 23, 24, 26, 27, 28, 29, 30, 31, 33, 35, 36, 37, 38, 42, 47, 48};0:00:04.833068;0.01771817860860383;{17, 31};{0, 3, 4, 5, 8, 10, 11, 12, 15, 17, 18, 19, 21, 22, 24, 30, 31, 32, 33, 34, 37, 41, 42, 43, 47};0:00:00.001992
50;0.008313316904322672;{17, 43};{0, 2, 3, 6, 8, 12, 13, 16, 17, 18, 20, 21, 25, 26, 27, 28, 30, 32, 35, 36, 38, 41, 42, 43, 45};0:00:03.397915;0.009171392156257506;{42, 10};{0, 1, 3, 7, 9, 10, 12, 16, 20, 22, 24, 26, 27, 31, 32, 33, 35, 37, 41, 42, 44, 45, 47, 48, 49};0:00:00.001995
51;0.014646218120774223;{48, 1};{1, 3, 4, 5, 6, 8, 11, 12, 14, 16, 18, 19, 20, 23, 25, 26, 27, 28, 29, 31, 35, 37, 38, 41, 48};0:00:01.677218;0.014646218120774223;{48, 1};{1, 2, 8, 9, 10, 11, 15, 20, 21, 23, 25, 28, 30, 36, 37, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48};0:00:00.002012
52;0.007643111841989173;{48, 6};{0, 2, 4, 5, 6, 7, 11, 14, 15, 17, 18, 20, 22, 23, 25, 26, 27, 31, 32, 33, 34, 42, 43, 48, 49};0:00:04.621627;0.013359630107930029;{36, 22};{0, 2, 4, 5, 8, 9, 10, 11, 12, 17, 18, 20, 21, 22, 23, 25, 28, 31, 32, 35, 36, 39, 42, 43, 44};0:00:00.004987
53;0.025187114946481407;{48, 36};{0, 1, 4, 5, 7, 10, 11, 14, 15, 18, 20, 23, 24, 26, 28, 29, 31, 32, 33, 36, 37, 39, 40, 48, 49};0:00:03.071787;0.006442532814538567;{24, 12};{1, 4, 5, 11, 12, 14, 16, 17, 19, 20, 22, 23, 24, 25, 26, 27, 28, 32, 35, 40, 41, 43, 45, 46, 49};0:00:00.003989
54;0.013898643512515603;{46, 22};{1, 2, 3, 4, 6, 9, 10, 13, 14, 16, 17, 18, 19, 20, 21, 22, 25, 26, 30, 34, 35, 38, 42, 43, 46};0:00:02.749648;0.013898643512515603;{46, 22};{1, 2, 3, 5, 6, 7, 12, 13, 16, 17, 18, 20, 22, 27, 28, 29, 31, 32, 33, 34, 36, 41, 46, 47, 48};0:00:00.003989
55;0.029528296090511243;{44, 14};{0, 1, 4, 5, 7, 8, 14, 16, 17, 18, 20, 21, 23, 25, 29, 30, 32, 33, 34, 40, 41, 42, 44, 47, 49};0:00:04.456086;0.021948394950842595;{5, 13};{0, 1, 3, 5, 6, 8, 10, 12, 13, 14, 17, 18, 25, 27, 29, 31, 33, 36, 37, 41, 42, 44, 45, 47, 48};0:00:00.001996
56;0.019525050620188545;{48, 47};{2, 4, 8, 9, 10, 14, 17, 19, 20, 22, 23, 24, 27, 29, 30, 33, 34, 37, 38, 39, 40, 42, 44, 47, 48};0:00:03.791861;0.019525050620188545;{48, 47};{0, 1, 2, 4, 6, 10, 12, 13, 14, 18, 21, 27, 28, 29, 30, 31, 32, 39, 41, 43, 44, 45, 46, 47, 48};0:00:00.002991
57;0.030231337391649366;{43, 23};{1, 2, 3, 5, 6, 8, 9, 12, 14, 16, 17, 21, 22, 23, 25, 26, 27, 29, 35, 37, 39, 40, 42, 43, 46};0:00:02.100385;0.005435418369657693;{2, 11};{1, 2, 3, 4, 5, 7, 9, 10, 11, 17, 18, 19, 20, 21, 25, 28, 32, 34, 36, 38, 39, 41, 42, 44, 46};0:00:00.001994
58;0.029670052996089755;{33, 28};{0, 1, 2, 4, 6, 10, 12, 13, 15, 16, 19, 20, 22, 23, 28, 30, 32, 33, 34, 35, 37, 39, 40, 46, 47};0:00:04.177832;0.029670052996089755;{33, 28};{1, 2, 8, 9, 10, 12, 13, 14, 16, 17, 19, 20, 24, 25, 27, 28, 33, 34, 36, 37, 38, 40, 45, 46, 47};0:00:00.001994
59;0.049265391915489634;{17, 34};{0, 2, 3, 4, 7, 8, 12, 13, 17, 18, 19, 20, 23, 25, 26, 27, 30, 33, 34, 38, 41, 42, 43, 46, 47};0:00:02.638947;0.0487424125557718;{40, 46};{1, 2, 4, 6, 8, 10, 13, 14, 17, 21, 22, 23, 24, 29, 32, 34, 36, 39, 40, 43, 44, 45, 46, 47, 49};0:00:00.002991
60;0.03134691729404683;{44, 15};{1, 2, 3, 4, 5, 9, 13, 14, 15, 16, 17, 19, 21, 22, 26, 27, 32, 36, 37, 39, 44, 45, 46, 47, 48};0:00:02.614011;0.02444149498878505;{29, 22};{3, 4, 6, 7, 9, 10, 12, 13, 15, 17, 22, 25, 26, 28, 29, 33, 34, 38, 40, 41, 44, 45, 47, 48, 49};0:00:00.003989
61;0.016548388163937194;{44, 20};{0, 1, 2, 4, 5, 8, 12, 14, 16, 20, 21, 22, 24, 25, 27, 28, 33, 36, 38, 39, 41, 44, 45, 46, 49};0:00:04.993650;0.016548388163937194;{44, 20};{1, 4, 5, 8, 9, 10, 11, 14, 15, 16, 19, 20, 22, 25, 26, 30, 31, 32, 33, 36, 39, 40, 43, 44, 46};0:00:00.002992
62;0.010773527179704721;{40, 4};{0, 2, 3, 4, 5, 6, 7, 10, 12, 13, 14, 15, 17, 19, 23, 27, 29, 30, 34, 36, 38, 40, 41, 43, 46};0:00:05.926157;0.03028290340404234;{37, 14};{0, 1, 5, 6, 9, 13, 14, 15, 16, 18, 19, 22, 23, 24, 27, 29, 31, 37, 38, 39, 42, 44, 45, 47, 49};0:00:00.002991
63;0.009400217196592967;{14, 31};{0, 1, 3, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 20, 21, 28, 31, 34, 36, 37, 40, 41, 42, 46, 49};0:00:04.981680;0.01051072398243571;{4, 15};{0, 1, 2, 3, 4, 5, 7, 10, 11, 13, 15, 20, 24, 25, 32, 34, 35, 36, 37, 38, 39, 44, 45, 46, 47};0:00:00.001995
64;0.019790396659877814;{35, 39};{0, 1, 5, 9, 12, 14, 18, 20, 21, 22, 25, 26, 27, 29, 32, 33, 35, 37, 39, 41, 43, 44, 45, 48, 49};0:00:01.889948;0.03654535129030281;{5, 45};{0, 4, 5, 6, 8, 10, 13, 15, 16, 18, 20, 22, 25, 26, 27, 28, 29, 31, 38, 40, 42, 45, 46, 47, 49};0:00:00.003989
65;0.03590667173295039;{25, 44};{0, 2, 3, 5, 7, 9, 10, 11, 12, 16, 19, 20, 24, 25, 27, 30, 32, 36, 37, 41, 42, 44, 45, 47, 49};0:00:02.097393;0.03590667173295039;{25, 44};{0, 1, 2, 4, 6, 7, 9, 14, 18, 20, 22, 23, 24, 25, 26, 32, 34, 37, 39, 41, 43, 44, 46, 48, 49};0:00:00.002991
66;0.03306747770718664;{34, 15};{0, 2, 5, 6, 11, 12, 13, 15, 18, 20, 21, 22, 23, 24, 29, 30, 32, 33, 34, 35, 36, 37, 39, 43, 49};0:00:02.138282;0.03722977956796836;{11, 37};{1, 3, 5, 7, 9, 10, 11, 12, 13, 16, 19, 20, 22, 27, 29, 30, 35, 37, 38, 40, 41, 42, 43, 48, 49};0:00:00.003989
67;0.00596095069086672;{26, 6};{2, 3, 4, 5, 6, 7, 8, 11, 12, 13, 14, 15, 16, 17, 22, 23, 24, 26, 29, 30, 32, 34, 36, 40, 47};0:00:02.420529;0.02276849203392049;{38, 23};{2, 3, 4, 8, 13, 17, 18, 19, 23, 24, 25, 27, 28, 30, 31, 33, 37, 38, 39, 41, 42, 44, 45, 48, 49};0:00:00.002993
68;0.025516505292543484;{1, 21};{0, 1, 3, 5, 6, 9, 10, 11, 12, 13, 15, 18, 19, 21, 24, 26, 28, 31, 34, 38, 39, 42, 43, 47, 49};0:00:02.863343;0.03727383777439884;{25, 12};{0, 2, 5, 7, 9, 10, 12, 14, 15, 19, 20, 23, 25, 29, 30, 33, 35, 36, 37, 39, 40, 43, 44, 45, 46};0:00:00.001994
69;0.03284096804692524;{2, 23};{0, 2, 3, 5, 8, 11, 12, 15, 16, 17, 18, 19, 23, 25, 26, 27, 32, 33, 40, 41, 45, 46, 47, 48, 49};0:00:02.502312;0.04820485996575763;{16, 41};{2, 5, 7, 8, 9, 10, 13, 14, 16, 17, 20, 21, 26, 28, 30, 32, 34, 38, 39, 40, 41, 42, 43, 45, 49};0:00:00.001995
