ponovitev;najmanjsaRazdalja_B;najblizjiPar_B;tocke_B;casIzvajanja_B;najmanjsaRazdalja_P;najblizjiPar_P;tocke_;casIzvajanja_P
28;0.016985502411685033;{9, 4};{3, 4, 5, 7, 8, 9};0:00:00.008976;0.016985502411685033;{9, 4};{0, 1, 2, 3, 4, 9};0:00:00.001000
29;0.07328925094183625;{3, 6};{0, 1, 3, 5, 6, 7};0:00:00.027923;0.1612295601841901;{8, 7};{2, 4, 5, 7, 8, 9};0:00:00.000998
30;0.02610118174972662;{5, 6};{1, 3, 4, 5, 6, 9};0:00:00.019948;0.1389038823396735;{1, 2};{0, 1, 2, 4, 7, 8};0:00:00
31;0.1272911116113242;{0, 9};{0, 1, 2, 4, 5, 9};0:00:00.013961;0.12702874551547327;{2, 3};{0, 1, 2, 3, 8, 9};0:00:00
32;0.20795223035738628;{0, 3};{0, 1, 3, 5, 7, 9};0:00:00.009973;0.09251248834493085;{1, 6};{0, 1, 2, 3, 4, 6};0:00:00
33;0.04713911938348063;{0, 9};{0, 1, 5, 6, 8, 9};0:00:00.023936;0.07505880615509257;{3, 5};{1, 2, 3, 4, 5, 8};0:00:00
34;0.25419996912832116;{0, 9};{0, 3, 4, 5, 6, 9};0:00:00.009974;0.09566230230651708;{8, 4};{1, 2, 4, 5, 8, 9};0:00:00
35;0.12425023432392072;{8, 6};{0, 3, 4, 6, 7, 8};0:00:00.018949;0.030144114370270803;{4, 5};{0, 1, 3, 4, 5, 6};0:00:00
36;0.01752683329321053;{8, 2};{0, 2, 3, 4, 6, 8};0:00:00.008976;0.0551393889515899;{9, 4};{0, 1, 4, 6, 7, 9};0:00:00
37;0.11372525043985363;{4, 7};{0, 2, 4, 6, 7, 8};0:00:00.029920;0.10981797838113404;{8, 1};{0, 1, 3, 4, 8, 9};0:00:00
38;0.14276450161620255;{3, 4};{0, 2, 3, 4, 6, 8};0:00:00.009974;0.14276450161620255;{3, 4};{1, 2, 3, 4, 7, 9};0:00:00
39;0.09326080131995003;{9, 4};{1, 3, 4, 5, 8, 9};0:00:00.013963;0.04906372086370033;{2, 3};{1, 2, 3, 6, 7, 8};0:00:00
40;0.1935259268019802;{8, 3};{2, 3, 6, 7, 8, 9};0:00:00.014959;0.1665747915041875;{8, 5};{1, 3, 4, 5, 6, 8};0:00:00
41;0.11763146574364092;{0, 2};{0, 1, 2, 6, 7, 9};0:00:00.018952;0.11276183079487394;{0, 5};{0, 2, 4, 5, 7, 8};0:00:00
42;0.09431494656719755;{3, 7};{3, 5, 6, 7, 8, 9};0:00:00.013960;0.20468016630478453;{1, 5};{0, 1, 2, 5, 6, 8};0:00:00
43;0.2065062484928326;{8, 9};{1, 4, 5, 7, 8, 9};0:00:00.008976;0.20424883701023397;{0, 5};{0, 2, 5, 6, 8, 9};0:00:00
44;0.12258880638647959;{4, 7};{0, 4, 5, 6, 7, 8};0:00:00.013962;0.12558108258410997;{8, 9};{1, 2, 3, 5, 8, 9};0:00:00
45;0.08275949679601477;{0, 3};{0, 2, 3, 4, 8, 9};0:00:00.008976;0.08275949679601477;{0, 3};{0, 1, 3, 5, 6, 9};0:00:00
46;0.14942885184117102;{8, 5};{1, 2, 5, 6, 7, 8};0:00:00.016955;0.03606585718021616;{1, 4};{1, 3, 4, 7, 8, 9};0:00:00
47;0.16223122736566414;{2, 4};{0, 2, 4, 5, 6, 9};0:00:00.007979;0.16223122736566414;{2, 4};{0, 2, 4, 5, 7, 9};0:00:00
48;0.13285276921730838;{8, 5};{2, 3, 5, 7, 8, 9};0:00:00.008976;0.09776214081281073;{0, 5};{0, 3, 4, 5, 7, 8};0:00:00
49;0.09099135202068538;{8, 5};{0, 1, 3, 5, 8, 9};0:00:00.008976;0.08897173851037667;{8, 2};{0, 1, 2, 5, 6, 8};0:00:00
50;0.10833995985494588;{3, 5};{0, 3, 5, 7, 8, 9};0:00:00.007978;0.05296673299500697;{9, 6};{2, 3, 5, 6, 7, 9};0:00:00
51;0.1841971609272036;{5, 6};{1, 2, 3, 5, 6, 8};0:00:00.007978;0.1052508485375008;{0, 3};{0, 1, 2, 3, 7, 9};0:00:00
52;0.1518340695870375;{8, 7};{2, 3, 4, 6, 7, 8};0:00:00.013963;0.1518340695870375;{8, 7};{0, 1, 5, 7, 8, 9};0:00:00
53;0.05213742876826316;{9, 5};{0, 2, 3, 5, 7, 9};0:00:00.008976;0.05213742876826316;{9, 5};{4, 5, 6, 7, 8, 9};0:00:00
54;0.06471247680721137;{8, 5};{1, 4, 5, 7, 8, 9};0:00:00.008976;0.06471247680721137;{8, 5};{0, 2, 3, 5, 8, 9};0:00:00
55;0.10332314669686547;{8, 3};{0, 1, 3, 4, 8, 9};0:00:00.008976;0.15296162152451767;{9, 5};{0, 4, 5, 6, 7, 9};0:00:00
56;0.10735803513702863;{0, 7};{0, 1, 2, 4, 7, 9};0:00:00.008977;0.05379718360892521;{1, 3};{1, 2, 3, 6, 8, 9};0:00:00
57;0.11118588173323303;{4, 5};{0, 1, 3, 4, 5, 7};0:00:00.008975;0.1331843558715608;{0, 1};{0, 1, 2, 3, 7, 9};0:00:00
58;0.08541785675271941;{0, 4};{0, 1, 3, 4, 5, 6};0:00:00.021941;0.08539678508505853;{8, 3};{1, 2, 3, 5, 7, 8};0:00:00
59;0.1716784910399456;{3, 4};{1, 2, 3, 4, 8, 9};0:00:00.008977;0.054632537389288006;{0, 4};{0, 1, 3, 4, 5, 6};0:00:00
60;0.05985267384319845;{8, 5};{0, 3, 4, 5, 7, 8};0:00:00.008976;0.1330308628021797;{2, 4};{2, 4, 6, 7, 8, 9};0:00:00
61;0.029498644653761525;{2, 6};{0, 2, 4, 6, 7, 8};0:00:00.021942;0.09134603242288555;{0, 3};{0, 1, 3, 4, 5, 8};0:00:00
62;0.091585615870651;{0, 3};{0, 1, 2, 3, 5, 9};0:00:00.008975;0.1482098045248068;{2, 6};{2, 3, 4, 6, 7, 9};0:00:00
63;0.14378306221414205;{0, 5};{0, 1, 3, 5, 6, 8};0:00:00.008976;0.08498430201501397;{9, 1};{1, 2, 3, 4, 8, 9};0:00:00
64;0.16226352420860982;{0, 5};{0, 1, 2, 5, 7, 9};0:00:00.008976;0.06768082660385412;{3, 5};{1, 2, 3, 5, 6, 9};0:00:00
65;0.1548581957974147;{2, 5};{0, 1, 2, 4, 5, 8};0:00:00.008976;0.11508776387200369;{1, 7};{0, 1, 2, 3, 7, 9};0:00:00
66;0.11828753355248418;{1, 2};{0, 1, 2, 5, 7, 9};0:00:00.014961;0.11828753355248418;{1, 2};{0, 1, 2, 3, 4, 8};0:00:00
67;0.21273592778711006;{2, 4};{0, 2, 4, 5, 8, 9};0:00:00.009973;0.09699179733418119;{8, 3};{0, 3, 4, 7, 8, 9};0:00:00
68;0.09953538060487933;{8, 2};{0, 1, 2, 5, 7, 8};0:00:00.009973;0.07138062048783465;{9, 1};{1, 4, 5, 6, 8, 9};0:00:00
69;0.10650395916826269;{8, 5};{0, 3, 4, 5, 7, 8};0:00:00.010971;0.1449763338263875;{0, 3};{0, 1, 2, 3, 4, 6};0:00:00
70;0.009270148902050104;{0, 9};{0, 1, 4, 6, 8, 9};0:00:00.029921;0.1343827458473761;{4, 7};{0, 2, 4, 5, 6, 7};0:00:00
71;0.13368922523316568;{0, 3};{0, 1, 3, 6, 7, 9};0:00:00.033908;0.15886036823065297;{2, 6};{2, 4, 6, 7, 8, 9};0:00:00
72;0.10597923189153345;{0, 5};{0, 1, 4, 5, 7, 8};0:00:00.009973;0.02194417304485844;{1, 2};{0, 1, 2, 4, 5, 6};0:00:00
73;0.006956107067143161;{0, 4};{0, 1, 3, 4, 7, 8};0:00:00.009974;0.006956107067143161;{0, 4};{0, 1, 2, 3, 4, 9};0:00:00
74;0.11490229355024086;{3, 4};{0, 2, 3, 4, 6, 7};0:00:00.013963;0.11490229355024086;{3, 4};{0, 1, 3, 4, 5, 8};0:00:00.000997
75;0.0835249439813766;{8, 1};{1, 2, 4, 6, 7, 8};0:00:00.014960;0.0835249439813766;{8, 1};{0, 1, 5, 7, 8, 9};0:00:00
76;0.03010488948881521;{4, 7};{1, 2, 4, 6, 7, 8};0:00:00.010972;0.03010488948881521;{4, 7};{2, 3, 4, 6, 7, 8};0:00:00
77;0.16606388485974502;{2, 6};{2, 3, 4, 6, 7, 9};0:00:00.014960;0.14533064118674918;{0, 6};{0, 4, 5, 6, 8, 9};0:00:00
78;0.07412570827378383;{3, 5};{0, 1, 3, 4, 5, 6};0:00:00.010971;0.07412570827378383;{3, 5};{1, 2, 3, 4, 5, 7};0:00:00
79;0.13535279317537896;{3, 5};{1, 2, 3, 5, 7, 8};0:00:00.018948;0.13138372369891393;{1, 4};{0, 1, 4, 7, 8, 9};0:00:00
80;0.12161921230457938;{8, 9};{1, 2, 3, 6, 8, 9};0:00:00.011970;0.19920201832979684;{2, 3};{0, 1, 2, 3, 4, 7};0:00:00
81;0.1427471744558769;{9, 1};{0, 1, 2, 5, 7, 9};0:00:00.008973;0.1427471744558769;{9, 1};{0, 1, 3, 6, 8, 9};0:00:00
82;0.14989707086025808;{8, 4};{1, 3, 4, 5, 8, 9};0:00:00.008976;0.06852036828256743;{2, 5};{0, 2, 3, 5, 7, 9};0:00:00
83;0.21936033879171976;{2, 7};{1, 2, 3, 5, 7, 8};0:00:00.008976;0.10199738590997445;{1, 6};{0, 1, 5, 6, 8, 9};0:00:00
84;0.05236407693641342;{9, 7};{1, 2, 3, 7, 8, 9};0:00:00.012965;0.07283055431943489;{8, 4};{0, 2, 4, 5, 6, 8};0:00:00
85;0.11287750990942418;{0, 1};{0, 1, 2, 3, 4, 7};0:00:00.008976;0.1358294336901644;{1, 4};{1, 3, 4, 5, 6, 9};0:00:00
86;0.2201647743413366;{9, 1};{0, 1, 4, 5, 8, 9};0:00:00.027926;0.06179781518082104;{0, 2};{0, 1, 2, 6, 8, 9};0:00:00
87;0.2603052557955247;{8, 0};{0, 3, 4, 7, 8, 9};0:00:00.017952;0.21119840170476029;{0, 6};{0, 2, 3, 6, 7, 9};0:00:00
88;0.01741708613882153;{2, 3};{2, 3, 4, 5, 6, 8};0:00:00.008976;0.01741708613882153;{2, 3};{1, 2, 3, 4, 5, 7};0:00:00
89;0.06507078415037756;{8, 4};{0, 1, 2, 4, 7, 8};0:00:00.012965;0.0534163477443515;{4, 5};{0, 3, 4, 5, 8, 9};0:00:00
90;0.04735846402998179;{9, 5};{0, 5, 6, 7, 8, 9};0:00:00.009973;0.04735846402998179;{9, 5};{1, 2, 5, 6, 8, 9};0:00:00
91;0.12056028237496735;{0, 2};{0, 2, 3, 4, 5, 8};0:00:00.007979;0.035865497671443675;{2, 7};{0, 1, 2, 7, 8, 9};0:00:00
92;0.16287015322860857;{1, 7};{0, 1, 2, 7, 8, 9};0:00:00.008976;0.2570717124692835;{8, 9};{0, 1, 3, 4, 8, 9};0:00:00
93;0.061615408914438084;{0, 7};{0, 1, 2, 5, 7, 9};0:00:00.008976;0.061615408914438084;{0, 7};{0, 2, 3, 5, 6, 7};0:00:00
94;0.011362079697892713;{8, 7};{0, 1, 2, 4, 7, 8};0:00:00.012965;0.02096972068735311;{2, 6};{0, 2, 3, 4, 6, 9};0:00:00
95;0.1703846846132008;{8, 2};{0, 1, 2, 4, 8, 9};0:00:00.008977;0.12292164640200896;{0, 7};{0, 1, 2, 3, 6, 7};0:00:00
96;0.09904051991776659;{1, 3};{0, 1, 2, 3, 5, 9};0:00:00.012965;0.16868949093362948;{8, 5};{2, 4, 5, 6, 7, 8};0:00:00
97;0.09811445485802646;{0, 4};{0, 1, 4, 6, 7, 8};0:00:00.012965;0.2913931928974681;{8, 6};{3, 5, 6, 7, 8, 9};0:00:00
98;0.20364600698103424;{1, 2};{0, 1, 2, 3, 4, 6};0:00:00.008976;0.04177258396590864;{8, 1};{0, 1, 4, 5, 7, 8};0:00:00
99;0.10689877027306928;{9, 4};{0, 2, 4, 6, 8, 9};0:00:00.016955;0.03769407684419496;{9, 7};{0, 2, 4, 5, 7, 9};0:00:00
100;0.07976720965471472;{2, 3};{1, 2, 3, 4, 8, 9};0:00:00.009973;0.06761053965551729;{0, 3};{0, 1, 2, 3, 6, 8};0:00:00
