ponovitev;najmanjsaRazdalja_B;najblizjiPar_B;tocke_B;casIzvajanja_B;najmanjsaRazdalja_P;najblizjiPar_P;tocke_;casIzvajanja_P
32;0.06478574582436927;{8, 4};{0, 1, 4, 8, 9};0:00:00.018947;0.059597655178601695;{4, 7};{1, 3, 4, 7, 8};0:00:00
33;0.10433602039680094;{0, 6};{0, 2, 3, 6, 9};0:00:00.012965;0.16575786855334426;{8, 3};{1, 2, 3, 5, 8};0:00:00
34;0.02168963287820159;{8, 1};{0, 1, 2, 6, 8};0:00:00.013963;0.02168963287820159;{8, 1};{0, 1, 6, 7, 8};0:00:00
35;0.19762571548188973;{9, 2};{2, 3, 7, 8, 9};0:00:00.012965;0.3053550495171781;{3, 7};{0, 1, 3, 4, 7};0:00:00
36;0.26612753290290747;{3, 7};{2, 3, 5, 7, 8};0:00:00.012966;0.18654130236526265;{0, 5};{0, 2, 4, 5, 9};0:00:00
37;0.16913604549888536;{1, 7};{0, 1, 5, 7, 8};0:00:00.013963;0.10864827599423263;{8, 9};{0, 2, 4, 8, 9};0:00:00
38;0.12937921684444403;{9, 1};{0, 1, 3, 5, 9};0:00:00.012966;0.25159882986287907;{3, 6};{0, 3, 6, 7, 8};0:00:00
39;0.2669513676851531;{0, 7};{0, 2, 4, 7, 9};0:00:00.013962;0.28595513719876275;{4, 6};{2, 3, 4, 6, 8};0:00:00
40;0.1838868004667159;{5, 7};{1, 4, 5, 7, 9};0:00:00.014961;0.2164138788226102;{9, 3};{3, 4, 6, 8, 9};0:00:00
41;0.05282343374090947;{0, 7};{0, 3, 5, 7, 8};0:00:00.013962;0.05282343374090947;{0, 7};{0, 6, 7, 8, 9};0:00:00
42;0.08482764578234077;{0, 3};{0, 2, 3, 7, 8};0:00:00.017953;0.11811975274854931;{2, 6};{1, 2, 4, 5, 6};0:00:00
43;0.1582944355146135;{5, 7};{0, 3, 4, 5, 7};0:00:00.013963;0.17695718234954708;{0, 1};{0, 1, 4, 6, 7};0:00:00
44;0.17494652915329478;{1, 4};{0, 1, 2, 3, 4};0:00:00.012966;0.12712454201333678;{9, 3};{1, 3, 7, 8, 9};0:00:00
45;0.30120777628053635;{9, 7};{1, 2, 4, 7, 9};0:00:00.027925;0.16384450181050064;{0, 2};{0, 2, 3, 4, 7};0:00:00
46;0.17798745658422374;{8, 0};{0, 1, 4, 5, 8};0:00:00.022939;0.05862428713849681;{0, 2};{0, 2, 4, 7, 8};0:00:00
47;0.11347468271396764;{0, 6};{0, 2, 4, 6, 7};0:00:00.013962;0.03427867926304001;{3, 4};{0, 3, 4, 5, 8};0:00:00
48;0.09055407458245411;{9, 2};{2, 3, 5, 7, 9};0:00:00.012980;0.1210924072029337;{6, 7};{1, 5, 6, 7, 8};0:00:00.000983
49;0.03514154217868923;{0, 4};{0, 2, 4, 5, 7};0:00:00.017952;0.03514154217868923;{0, 4};{0, 1, 3, 4, 7};0:00:00
50;0.0937596068990302;{0, 2};{0, 2, 3, 7, 9};0:00:00.013963;0.13431129295896269;{0, 1};{0, 1, 5, 7, 9};0:00:00
51;0.18274070330312234;{8, 2};{2, 3, 4, 5, 8};0:00:00.017952;0.08465763299903066;{3, 7};{0, 2, 3, 5, 7};0:00:00
52;0.053626311256160034;{0, 6};{0, 2, 3, 4, 6};0:00:00.013963;0.12908217051514706;{0, 1};{0, 1, 2, 5, 7};0:00:00
53;0.31762739669719514;{8, 7};{0, 1, 5, 7, 8};0:00:00.018950;0.2458120121130778;{9, 7};{0, 1, 4, 7, 9};0:00:00
54;0.13213872296449983;{4, 5};{2, 4, 5, 7, 8};0:00:00.017951;0.058203753661033024;{2, 6};{1, 2, 6, 7, 9};0:00:00
55;0.04424435253310313;{4, 7};{0, 1, 3, 4, 7};0:00:00.013962;0.06682818889744112;{9, 3};{0, 2, 3, 8, 9};0:00:00
56;0.11434883016447056;{4, 6};{3, 4, 6, 8, 9};0:00:00.013963;0.19136551841793722;{5, 6};{0, 5, 6, 7, 8};0:00:00
57;0.22246360868188517;{4, 7};{0, 3, 4, 7, 8};0:00:00.022939;0.07853264764943073;{0, 6};{0, 3, 6, 7, 8};0:00:00
58;0.14585692103136058;{8, 3};{0, 1, 3, 8, 9};0:00:00.025931;0.14189571459787334;{3, 6};{3, 4, 5, 6, 9};0:00:00
59;0.11957057712849777;{0, 4};{0, 1, 4, 6, 8};0:00:00.014959;0.13440676484989125;{8, 5};{3, 5, 7, 8, 9};0:00:00
60;0.08468013850162934;{8, 4};{0, 1, 4, 5, 8};0:00:00.024933;0.1265123405583215;{0, 9};{0, 2, 3, 7, 9};0:00:00
61;0.1914237802355382;{2, 6};{0, 2, 4, 6, 9};0:00:00.032912;0.05894871119909815;{5, 6};{2, 3, 5, 6, 9};0:00:00
62;0.154398929675632;{2, 4};{1, 2, 4, 5, 9};0:00:00.031915;0.1154895608456159;{8, 2};{2, 3, 4, 8, 9};0:00:00
63;0.25231349782524826;{0, 1};{0, 1, 2, 4, 5};0:00:00.013962;0.07602104808299007;{5, 6};{2, 5, 6, 7, 8};0:00:00
64;0.21194387944667667;{8, 1};{0, 1, 2, 5, 8};0:00:00.013963;0.06258180136418331;{0, 3};{0, 1, 3, 7, 9};0:00:00
65;0.02955836441188044;{0, 5};{0, 2, 5, 6, 8};0:00:00.012966;0.04592890888065402;{8, 7};{0, 1, 3, 7, 8};0:00:00
66;0.14435044858757895;{8, 1};{1, 2, 4, 5, 8};0:00:00.016954;0.13822527229737486;{1, 3};{0, 1, 3, 6, 8};0:00:00
67;0.0462967038423784;{1, 7};{0, 1, 4, 7, 9};0:00:00.018950;0.2061532619973767;{4, 6};{2, 3, 4, 5, 6};0:00:00
68;0.05762342566067206;{9, 3};{0, 2, 3, 4, 9};0:00:00.031915;0.14111273439049107;{1, 2};{0, 1, 2, 6, 7};0:00:00
69;0.11264644790812017;{8, 9};{1, 2, 4, 8, 9};0:00:00.015957;0.30214189358830906;{4, 5};{0, 2, 4, 5, 6};0:00:00
70;0.15091555223036277;{0, 3};{0, 1, 3, 4, 8};0:00:00.018950;0.11064900730994516;{8, 2};{0, 2, 3, 8, 9};0:00:00
71;0.05937201723347078;{0, 7};{0, 3, 6, 7, 8};0:00:00.013963;0.05937201723347078;{0, 7};{0, 3, 4, 7, 9};0:00:00
72;0.16499798314512545;{2, 4};{2, 3, 4, 5, 6};0:00:00.014960;0.06402694620270703;{8, 2};{2, 3, 7, 8, 9};0:00:00
73;0.06257744038354238;{8, 1};{0, 1, 3, 7, 8};0:00:00.022939;0.15318583718369297;{8, 6};{5, 6, 7, 8, 9};0:00:00
74;0.14754684039719385;{8, 1};{1, 2, 3, 8, 9};0:00:00.013962;0.11137940584169774;{3, 7};{3, 4, 6, 7, 9};0:00:00
75;0.011482742085296158;{1, 6};{0, 1, 3, 5, 6};0:00:00.013985;0.21193061036312394;{3, 4};{2, 3, 4, 8, 9};0:00:00
76;0.05314510856119457;{8, 1};{0, 1, 7, 8, 9};0:00:00.014937;0.22187358114482744;{2, 7};{2, 4, 5, 7, 9};0:00:00
77;0.22113343694598558;{9, 5};{0, 4, 5, 8, 9};0:00:00.022939;0.24647964284556315;{8, 5};{3, 4, 5, 7, 8};0:00:00
78;0.1894985223435898;{8, 3};{0, 2, 3, 8, 9};0:00:00.013988;0.11338876316858194;{9, 4};{1, 4, 5, 6, 9};0:00:00
79;0.05111949997706115;{0, 7};{0, 1, 2, 3, 7};0:00:00.013938;0.05111949997706115;{0, 7};{0, 1, 4, 6, 7};0:00:00
80;0.14242233871734208;{4, 7};{1, 3, 4, 7, 9};0:00:00.013987;0.1859302196384844;{9, 3};{3, 4, 5, 8, 9};0:00:00
81;0.1302186830921124;{1, 2};{1, 2, 3, 4, 5};0:00:00.018925;0.18048873190856743;{9, 4};{0, 2, 4, 8, 9};0:00:00
82;0.23631366972632425;{8, 0};{0, 1, 5, 7, 8};0:00:00.022938;0.11148192190903551;{0, 4};{0, 1, 2, 4, 6};0:00:00
83;0.046397075689890925;{0, 6};{0, 1, 5, 6, 7};0:00:00.023941;0.046397075689890925;{0, 6};{0, 4, 6, 7, 8};0:00:00
84;0.28103516386480054;{8, 2};{1, 2, 3, 8, 9};0:00:00.012971;0.23610283542439972;{9, 4};{1, 4, 5, 6, 9};0:00:00.001011
85;0.17824567862246699;{8, 0};{0, 1, 2, 7, 8};0:00:00.013938;0.241690537207227;{2, 4};{1, 2, 3, 4, 5};0:00:00
86;0.15177737425825058;{2, 5};{2, 4, 5, 6, 9};0:00:00.017952;0.1097243229959793;{9, 1};{1, 3, 7, 8, 9};0:00:00.000998
87;0.2261450131701272;{3, 7};{0, 1, 2, 3, 7};0:00:00.013963;0.06842166525814639;{9, 3};{3, 4, 5, 8, 9};0:00:00
88;0.20299964473237717;{4, 6};{0, 4, 5, 6, 7};0:00:00.013962;0.11363599874372914;{8, 5};{1, 5, 6, 7, 8};0:00:00
89;0.14903736978043494;{8, 5};{2, 3, 5, 7, 8};0:00:00.013964;0.1495383664332173;{1, 7};{1, 3, 4, 7, 9};0:00:00
90;0.1713893734598677;{8, 3};{0, 3, 4, 7, 8};0:00:00.022938;0.09953893610295733;{4, 6};{3, 4, 5, 6, 7};0:00:00.001000
91;0.208275430217817;{8, 1};{1, 5, 6, 7, 8};0:00:00.017949;0.09281735227353474;{2, 7};{1, 2, 3, 7, 9};0:00:00
92;0.043203690573353125;{1, 2};{1, 2, 3, 4, 7};0:00:00.013962;0.043203690573353125;{1, 2};{0, 1, 2, 7, 8};0:00:00.000998
93;0.08469315556612102;{3, 6};{2, 3, 4, 6, 8};0:00:00.008976;0.24754503252297982;{1, 2};{0, 1, 2, 7, 9};0:00:00
94;0.0664595471701964;{2, 4};{0, 1, 2, 4, 8};0:00:00.013962;0.06341908108722669;{8, 3};{1, 2, 3, 5, 8};0:00:00
95;0.13441030342980612;{3, 7};{1, 2, 3, 4, 7};0:00:00.013963;0.10975148910881244;{0, 1};{0, 1, 4, 6, 8};0:00:00
96;0.04612975806259299;{4, 5};{1, 3, 4, 5, 8};0:00:00.018964;0.04612975806259299;{4, 5};{1, 2, 4, 5, 6};0:00:00
97;0.08941804763984082;{0, 9};{0, 3, 5, 7, 9};0:00:00.013949;0.08941804763984082;{0, 9};{0, 2, 4, 8, 9};0:00:00
98;0.13935852463909074;{0, 5};{0, 4, 5, 7, 9};0:00:00.013962;0.1414394002311074;{8, 4};{4, 6, 7, 8, 9};0:00:00
99;0.17644402950210009;{0, 5};{0, 3, 5, 7, 8};0:00:00.013963;0.17644402950210009;{0, 5};{0, 3, 4, 5, 6};0:00:00
100;0.04101091234925415;{5, 7};{3, 5, 6, 7, 9};0:00:00.013974;0.04101091234925415;{5, 7};{0, 5, 6, 7, 9};0:00:00
