ponovitev;najmanjsaRazdalja_B;najblizjiPar_B;tocke_B;casIzvajanja_B;najmanjsaRazdalja_P;najblizjiPar_P;tocke_;casIzvajanja_P
86;None;None;None;0:00:01.040222;0.21873534669951206;{2, 4};{2, 4, 8, 14, 16};0:00:00
87;None;None;None;0:00:00.928513;0.04862129581796648;{19, 15};{8, 9, 12, 15, 19};0:00:00
88;None;None;None;0:00:00.957443;0.12019743397805671;{17, 15};{2, 10, 11, 15, 17};0:00:00
89;None;None;None;0:00:00.971425;0.264097444923953;{9, 18};{2, 9, 13, 14, 18};0:00:00
90;None;None;None;0:00:00.952429;0.09994697970292764;{16, 0};{0, 3, 8, 9, 16};0:00:00
91;None;None;None;0:00:00.958438;0.02963641507681858;{18, 10};{5, 8, 10, 11, 18};0:00:00
92;None;None;None;0:00:00.931510;0.0802030340816691;{6, 15};{0, 6, 15, 17, 18};0:00:00
93;None;None;None;0:00:00.947466;0.02187589489544372;{1, 14};{1, 2, 8, 12, 14};0:00:00
94;None;None;None;0:00:00.929515;0.0838144363596387;{5, 15};{5, 12, 15, 16, 19};0:00:00.000997
95;None;None;None;0:00:00.924529;0.019660728254853876;{0, 9};{0, 7, 9, 18, 19};0:00:00
96;None;None;None;0:00:00.985366;0.18135480106929278;{8, 14};{4, 8, 10, 14, 18};0:00:00.000998
97;None;None;None;0:00:01.066150;0.04678367540740031;{9, 3};{2, 3, 9, 13, 16};0:00:00
98;None;None;None;0:00:01.029246;0.13378682415868745;{13, 14};{10, 13, 14, 16, 19};0:00:00.000998
99;None;None;None;0:00:00.910565;0.14378415658101049;{3, 5};{0, 3, 4, 5, 6};0:00:00
100;None;None;None;0:00:00.984370;0.10879183285619776;{0, 12};{0, 9, 12, 15, 17};0:00:00
