ponovitev;najmanjsaRazdalja_B;najblizjiPar_B;tocke_B;casIzvajanja_B;najmanjsaRazdalja_P;najblizjiPar_P;tocke_;casIzvajanja_P
1;None;None;None;0:00:09.148540;0.03103815134711489;{24, 35};{34, 35, 10, 47, 16, 17, 20, 24, 25, 27};0:00:00.000997
2;None;None;None;0:00:03.358022;0.022195452009090823;{32, 13};{32, 4, 42, 12, 13, 45, 46, 16, 20, 25};0:00:00
3;None;None;None;0:00:03.396920;0.04524147550711925;{29, 14};{40, 41, 8, 9, 44, 14, 47, 23, 29, 30};0:00:00.000998
4;None;None;None;0:00:06.893569;0.0372574547917131;{29, 6};{34, 35, 38, 6, 41, 18, 19, 25, 26, 29};0:00:00
5;None;None;None;0:00:04.967718;0.042482614689662114;{27, 45};{1, 4, 6, 12, 45, 17, 19, 23, 25, 27};0:00:00
6;None;None;None;0:00:05.271906;0.003912816333702478;{12, 23};{0, 33, 36, 37, 43, 12, 14, 21, 23, 28};0:00:00.000997
7;None;None;None;0:00:04.533879;0.07945276507331096;{43, 39};{1, 33, 37, 38, 39, 40, 42, 43, 48, 20};0:00:00.000997
8;None;None;None;0:00:03.661214;0.03652715259932263;{10, 38};{33, 38, 10, 11, 13, 47, 48, 21, 23, 26};0:00:00.000997
9;None;None;None;0:00:03.485679;0.064349196276253;{10, 23};{32, 35, 6, 39, 8, 10, 11, 19, 23, 24};0:00:00.001000
10;None;None;None;0:00:05.726689;0.017545469751785718;{19, 28};{3, 38, 43, 16, 19, 20, 24, 28, 30, 31};0:00:00
11;None;None;None;0:00:04.537867;0.029767650130304895;{24, 11};{1, 37, 9, 10, 11, 44, 46, 15, 21, 24};0:00:00.000997
12;None;None;None;0:00:09.505586;0.036788063247616846;{2, 4};{2, 4, 37, 39, 12, 13, 46, 23, 25, 28};0:00:00.000998
13;None;None;None;0:00:09.269234;0.02623796731053599;{45, 21};{36, 10, 11, 43, 45, 15, 48, 21, 25, 30};0:00:00.000983
14;None;None;None;0:00:04.153893;0.015586462423942071;{33, 10};{33, 1, 4, 37, 6, 40, 10, 43, 17, 25};0:00:00.000998
15;None;None;None;0:00:04.162893;0.023296042386185586;{22, 39};{0, 33, 34, 39, 46, 47, 15, 49, 20, 22};0:00:00
16;None;None;None;0:00:03.558465;0.020024168712440758;{21, 15};{2, 37, 10, 11, 15, 18, 21, 22, 24, 28};0:00:00.000997
17;None;None;None;0:00:04.141927;0.02264842909333823;{32, 10};{32, 35, 38, 7, 40, 10, 42, 48, 20, 27};0:00:00
18;None;None;None;0:00:07.394232;0.044091887837816014;{8, 43};{32, 4, 36, 40, 8, 42, 43, 47, 25, 28};0:00:00
19;None;None;None;0:00:05.342715;0.0029346462723555057;{9, 23};{32, 3, 39, 8, 9, 42, 45, 47, 23, 25};0:00:00
20;None;None;None;0:00:03.811809;0.08018567992041604;{12, 22};{32, 0, 38, 9, 43, 12, 44, 18, 22, 23};0:00:00
21;None;None;None;0:00:03.814801;0.04913626993874396;{10, 4};{32, 2, 35, 4, 5, 41, 10, 9, 44, 17};0:00:00
22;None;None;None;0:00:04.541857;0.07789838827512613;{1, 4};{32, 1, 2, 35, 36, 4, 41, 11, 13, 28};0:00:00
23;None;None;None;0:00:09.103662;0.012026111688679716;{12, 13};{0, 1, 34, 33, 37, 9, 12, 13, 19, 22};0:00:00
24;None;None;None;0:00:07.022226;0.030388924384347208;{43, 13};{0, 33, 35, 38, 8, 40, 43, 13, 45, 20};0:00:00.000997
25;None;None;None;0:00:05.785533;0.04083954150051037;{49, 14};{1, 11, 44, 45, 14, 49, 27, 29, 30, 31};0:00:00.000997
26;None;None;None;0:00:05.837394;0.05339563517553;{15, 31};{6, 41, 14, 15, 47, 22, 26, 28, 30, 31};0:00:00
27;None;None;None;0:00:05.352689;0.019651286537944117;{10, 43};{1, 35, 4, 36, 40, 41, 10, 43, 16, 19};0:00:00.000997
28;None;None;None;0:00:05.862328;0.023234089784161537;{2, 30};{2, 34, 41, 10, 42, 14, 20, 22, 24, 30};0:00:00.000998
29;None;None;None;0:00:03.834747;0.020042086980701986;{25, 20};{2, 5, 10, 49, 19, 20, 22, 25, 28, 29};0:00:00.000997
30;None;None;None;0:00:05.095379;0.01458035378154614;{26, 14};{2, 36, 11, 45, 14, 49, 20, 22, 26, 27};0:00:00.000997
31;None;None;None;0:00:04.022247;0.059084168770886895;{21, 31};{0, 5, 37, 39, 14, 21, 22, 23, 24, 31};0:00:00.000997
32;None;None;None;0:00:04.636604;0.0673923394332819;{45, 21};{32, 4, 36, 8, 13, 45, 18, 20, 21, 30};0:00:00.000999
33;None;None;None;0:00:03.840729;0.020186208944907042;{2, 47};{33, 34, 2, 35, 36, 5, 41, 47, 25, 29};0:00:00.000998
34;None;None;None;0:00:07.080071;0.017893698979531227;{45, 15};{33, 1, 3, 5, 38, 42, 45, 15, 21, 25};0:00:00
35;None;None;None;0:00:07.032200;0.021292930932694885;{9, 41};{32, 1, 37, 41, 9, 11, 13, 47, 16, 23};0:00:00.000997
36;None;None;None;0:00:04.256621;0.02051621210716638;{40, 38};{3, 37, 38, 40, 8, 13, 15, 48, 49, 27};0:00:00
37;None;None;None;0:00:04.292523;0.044193213163562624;{37, 30};{32, 3, 36, 37, 46, 16, 20, 22, 28, 30};0:00:00.000998
38;None;None;None;0:00:04.554821;0.01682762290602881;{36, 5};{32, 1, 36, 5, 38, 40, 16, 17, 20, 23};0:00:00
39;None;None;None;0:00:04.679488;0.03067652881709932;{47, 31};{5, 38, 9, 12, 47, 17, 49, 24, 29, 31};0:00:00.000997
40;None;None;None;0:00:04.912864;0.07265113412041628;{40, 2};{2, 34, 35, 40, 11, 13, 14, 49, 18, 23};0:00:00
41;None;None;None;0:00:04.934805;0.025354531861345026;{2, 12};{34, 2, 8, 9, 44, 12, 23, 25, 26, 28};0:00:00.000998
42;None;None;None;0:00:04.309478;0.040004196856191984;{41, 37};{0, 37, 41, 44, 13, 15, 18, 22, 27, 28};0:00:00.000997
43;None;None;None;0:00:05.122306;0.007838267229685657;{49, 35};{35, 4, 37, 42, 44, 47, 48, 49, 17, 22};0:00:00.000997
44;None;None;None;0:00:04.395298;0.021936827058292155;{34, 19};{33, 34, 35, 36, 16, 48, 19, 20, 30, 31};0:00:00.000998
45;None;None;None;0:00:04.586752;0.03053140206809127;{16, 14};{0, 4, 42, 14, 48, 16, 49, 20, 25, 30};0:00:00
